name,source,rarity,type,official_price_gp,rule_price,official_anchor_ratio,ml_price,pre_anchor_final_price,anchored_final_price,official_anchor_tier,official_anchor_delta
+1 Adamantine Vertebrae Sword,CallfromtheDeep,uncommon,M,500.6,615.0,1.228526,755.3627,636.054401,523.48,near_agreement_official_heavy,-112.574401
Scorpion Lasher,GriffonsSaddlebag2,uncommon,M,2.0,675.0,337.5,1067.0862,929.856018,837.070416,high_disagreement_computed_heavy,-92.785602
Pearl of Undead Detection,WDMM,unknown_magic,OTH,500.0,750.0,1.5,40.81281,289.028326,373.416996,moderate_disagreement_blended,84.38867
+1 Adamantine Fan,CallfromtheDeep,uncommon,M,500.02,615.0,1.229951,563.0281,607.204211,523.016,near_agreement_official_heavy,-84.188211
+1 Adamantine Butterfly Staff,CallfromtheDeep,uncommon,M,500.04,615.0,1.229902,563.0281,607.204211,523.032,near_agreement_official_heavy,-84.172211
+1 Adamantine Club,CallfromtheDeep,uncommon,M|XPHB,500.1,615.0,1.229754,563.0281,607.204211,523.08,near_agreement_official_heavy,-84.124211
+1 Adamantine Hoopak,CallfromtheDeep,uncommon,M,500.1,615.0,1.229754,563.0281,607.204211,523.08,near_agreement_official_heavy,-84.124211
+1 Adamantine Iron Tea Kettle,CallfromtheDeep,uncommon,M,500.1,615.0,1.229754,563.0281,607.204211,523.08,near_agreement_official_heavy,-84.124211
+1 Adamantine Greatclub,CallfromtheDeep,uncommon,M|XPHB,500.2,615.0,1.229508,563.0281,607.204211,523.16,near_agreement_official_heavy,-84.044211
+1 Adamantine Quarterstaff,CallfromtheDeep,uncommon,M|XPHB,500.2,615.0,1.229508,563.0281,607.204211,523.16,near_agreement_official_heavy,-84.044211
+1 Adamantine Blackpowder Pistol,CallfromtheDeep,uncommon,R|XPHB,700.0,615.0,0.878571,508.12604,598.968906,683.0,near_agreement_official_heavy,84.031094
+1 Adamantine Frying Pan,CallfromtheDeep,uncommon,M,500.3,615.0,1.229262,563.0281,607.204211,523.24,near_agreement_official_heavy,-83.964211
+1 Adamantine Shovel,CallfromtheDeep,uncommon,M,500.3,615.0,1.229262,563.0281,607.204211,523.24,near_agreement_official_heavy,-83.964211
+1 Adamantine Javelin,CallfromtheDeep,uncommon,M|XPHB,500.5,615.0,1.228771,563.0281,607.204211,523.4,near_agreement_official_heavy,-83.804211
+1 Adamantine Umbrella,CallfromtheDeep,uncommon,M,500.5,615.0,1.228771,563.0281,607.204211,523.4,near_agreement_official_heavy,-83.804211
+1 Adamantine Candlemaker's Club,CallfromtheDeep,uncommon,M,500.7,615.0,1.22828,563.0281,607.204211,523.56,near_agreement_official_heavy,-83.644211
+1 Adamantine Shepherd Crook,CallfromtheDeep,uncommon,M,500.7,615.0,1.22828,563.0281,607.204211,523.56,near_agreement_official_heavy,-83.644211
+1 Adamantine Boat Oar,CallfromtheDeep,uncommon,M,500.8,615.0,1.228035,563.0281,607.204211,523.64,near_agreement_official_heavy,-83.564211
+1 Adamantine Bellow Flute,CallfromtheDeep,uncommon,M,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Brass Knuckles,CallfromtheDeep,uncommon,M|XPHB,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Sickle,CallfromtheDeep,uncommon,M|XPHB,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Spear,CallfromtheDeep,uncommon,M|XPHB,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Tapper Sack,CallfromtheDeep,uncommon,M,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Yklwa,CallfromtheDeep,uncommon,M,501.0,615.0,1.227545,563.0281,607.204211,523.8,near_agreement_official_heavy,-83.404211
+1 Adamantine Boomerang,CallfromtheDeep,uncommon,M,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Dagger,CallfromtheDeep,uncommon,M|XPHB,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Field Spear,CallfromtheDeep,uncommon,M,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Light Hammer,CallfromtheDeep,uncommon,M|XPHB,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Punch Knife,CallfromtheDeep,uncommon,M|XPHB,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Whip,CallfromtheDeep,uncommon,M|XPHB,502.0,615.0,1.2251,563.0281,607.204211,524.6,near_agreement_official_heavy,-82.604211
+1 Adamantine Hand Claws,CallfromtheDeep,uncommon,M|XPHB,503.0,615.0,1.222664,563.0281,607.204211,525.4,near_agreement_official_heavy,-81.804211
Dancing Monkey Fruit,ToA,uncommon,OTH,5.0,750.0,150.0,844.4279,811.378146,730.740332,high_disagreement_computed_heavy,-80.637815
+1 Adamantine Dandelion Spear,CallfromtheDeep,uncommon,M,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine Handaxe,CallfromtheDeep,uncommon,M|XPHB,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine Mace,CallfromtheDeep,uncommon,M|XPHB,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine Pike,CallfromtheDeep,uncommon,M|XPHB,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine Trident,CallfromtheDeep,uncommon,M|XPHB,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine Vaulter's Axe,CallfromtheDeep,uncommon,M,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
+1 Adamantine War Pick,CallfromtheDeep,uncommon,M|XPHB,505.0,615.0,1.217822,563.0281,607.204211,527.0,near_agreement_official_heavy,-80.204211
Statuette of Saint Markovia,CoS,uncommon,OTH,250.0,1250.0,5.0,911.9028,1030.236801,952.213121,high_disagreement_computed_heavy,-78.02368
+1 Adamantine Battleaxe,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Flail,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Lance,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Maul,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Shortsword,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Steel Jaws,CallfromtheDeep,uncommon,M|XPHB,510.0,615.0,1.205882,563.0281,607.204211,531.0,near_agreement_official_heavy,-76.204211
+1 Adamantine Dart,CallfromtheDeep,uncommon,R|XPHB,500.05,615.0,1.229877,508.12604,598.968906,523.04,near_agreement_official_heavy,-75.928906
+1 Adamantine Sling,CallfromtheDeep,uncommon,R|XPHB,500.1,615.0,1.229754,508.12604,598.968906,523.08,near_agreement_official_heavy,-75.888906
+1 Adamantine Lom Lom Dagger,CallfromtheDeep,uncommon,M,515.0,615.0,1.194175,563.0281,607.204211,535.0,near_agreement_official_heavy,-72.204211
+1 Adamantine Longsword,CallfromtheDeep,uncommon,M|XPHB,515.0,615.0,1.194175,563.0281,607.204211,535.0,near_agreement_official_heavy,-72.204211
+1 Adamantine Morningstar,CallfromtheDeep,uncommon,M|XPHB,515.0,615.0,1.194175,563.0281,607.204211,535.0,near_agreement_official_heavy,-72.204211
+1 Adamantine Warhammer,CallfromtheDeep,uncommon,M|XPHB,515.0,615.0,1.194175,563.0281,607.204211,535.0,near_agreement_official_heavy,-72.204211
Oloore Root Teabag,TalDoreiCampaignSettingReborn,uncommon,IDG|TalDoreiCampaignSettingReborn,100.0,750.0,7.5,844.4279,811.378146,740.240332,high_disagreement_computed_heavy,-71.137815
+1 Adamantine Glaive,CallfromtheDeep,uncommon,M|XPHB,520.0,615.0,1.182692,563.0281,607.204211,539.0,near_agreement_official_heavy,-68.204211
+1 Adamantine Halberd,CallfromtheDeep,uncommon,M|XPHB,520.0,615.0,1.182692,563.0281,607.204211,539.0,near_agreement_official_heavy,-68.204211
+1 Adamantine Blowgun,CallfromtheDeep,uncommon,R|XPHB,510.0,615.0,1.205882,508.12604,598.968906,531.0,near_agreement_official_heavy,-67.968906
+1 Adamantine Rapier,CallfromtheDeep,uncommon,M|XPHB,525.0,615.0,1.171429,563.0281,607.204211,543.0,near_agreement_official_heavy,-64.204211
+1 Adamantine Scimitar,CallfromtheDeep,uncommon,M|XPHB,525.0,615.0,1.171429,563.0281,607.204211,543.0,near_agreement_official_heavy,-64.204211
Arcanaloth's Music Box,ToA,uncommon,OTH,750.0,750.0,1.0,844.4279,811.378146,750.0,near_agreement_official_heavy,-61.378146
+1 Adamantine Greataxe,CallfromtheDeep,uncommon,M|XPHB,530.0,615.0,1.160377,563.0281,607.204211,547.0,near_agreement_official_heavy,-60.204211
+1 Adamantine Secret Stone Sword,CallfromtheDeep,uncommon,M,530.0,615.0,1.160377,563.0281,607.204211,547.0,near_agreement_official_heavy,-60.204211
+1 Adamantine Nakudama Bubble Rod,CallfromtheDeep,uncommon,R,522.0,615.0,1.178161,508.12604,598.968906,540.6,near_agreement_official_heavy,-58.368906
+1 Adamantine Light Crossbow,CallfromtheDeep,uncommon,R|XPHB,525.0,615.0,1.171429,508.12604,598.968906,543.0,near_agreement_official_heavy,-55.968906
+1 Adamantine Shortbow,CallfromtheDeep,uncommon,R|XPHB,525.0,615.0,1.171429,508.12604,598.968906,543.0,near_agreement_official_heavy,-55.968906
+1 Adamantine Greatsword,CallfromtheDeep,uncommon,M|XPHB,550.0,615.0,1.118182,563.0281,607.204211,563.0,near_agreement_official_heavy,-44.204211
+1 Adamantine Heavy Crossbow,CallfromtheDeep,uncommon,R|XPHB,550.0,615.0,1.118182,508.12604,598.968906,563.0,near_agreement_official_heavy,-35.968906
+1 Adamantine Longbow,CallfromtheDeep,uncommon,R|XPHB,550.0,615.0,1.118182,508.12604,598.968906,563.0,near_agreement_official_heavy,-35.968906
Cursed Gold Coin,CallfromtheDeep,unknown_magic,$|DMG,1.0,637.5,637.5,37.297253,247.368214,222.731393,high_disagreement_computed_heavy,-24.636821
Cloud-Touched Boomerang,ObojimaTallGrass,common,M,2.0,90.0,45.0,202.90489,163.38818,147.249362,high_disagreement_computed_heavy,-16.138818
+1 Adamantine Hand Crossbow,CallfromtheDeep,uncommon,R|XPHB,575.0,615.0,1.069565,508.12604,598.968906,583.0,near_agreement_official_heavy,-15.968906
Spell Scroll (Level 1),XDMG,common,SC|XPHB,50.0,75.0,1.5,118.78711,75.0,65.0,moderate_disagreement_blended,-10.0
Potion of Healing,XDMG,common,P|XPHB,50.0,58.75,1.175,63.91019,59.524029,51.75,near_agreement_official_heavy,-7.774029
+1 Adamantine Double-Bladed Scimitar,CallfromtheDeep,uncommon,M,600.0,615.0,1.025,563.0281,607.204211,603.0,near_agreement_official_heavy,-4.204211
+1 Adamantine Drive Shaft,CallfromtheDeep,uncommon,M,600.0,615.0,1.025,563.0281,607.204211,603.0,near_agreement_official_heavy,-4.204211
Spell Scroll (Cantrip),XDMG,common,SC|XPHB,30.0,25.0,0.833333,118.78711,25.0,29.0,near_agreement_official_heavy,4.0
Ball Bearing,PHB,mundane,G,0.001,0.001,1.0,40.81281,0.01,0.001,near_agreement_official_heavy,-0.009
Sling Bullet,XPHB,mundane,A|XPHB,0.002,0.002,1.0,13.492485,0.01,0.002,near_agreement_official_heavy,-0.008
Byeshk Greatclub,ExploringEberron24,common,M|XPHB,400.2,400.2,1.0,576.03424,400.2,400.2,near_agreement_official_heavy,0.0
Byeshk Hand Claws,ExploringEberron24,common,M|XPHB,403.0,403.0,1.0,576.03424,403.0,403.0,near_agreement_official_heavy,0.0
Byeshk Javelin,ExploringEberron24,common,M|XPHB,400.5,400.5,1.0,576.03424,400.5,400.5,near_agreement_official_heavy,0.0
Byeshk Quarterstaff,ExploringEberron24,common,M|XPHB,400.2,400.2,1.0,576.03424,400.2,400.2,near_agreement_official_heavy,0.0
Dungeoneer's Pack,XPHB,mundane,G|XPHB,12.0,12.0,1.0,40.81281,12.0,12.0,near_agreement_official_heavy,0.0
Pan Flute,XPHB,mundane,INS|XPHB,12.0,12.0,1.0,82.138306,12.0,12.0,near_agreement_official_heavy,0.0
Traveler's Lantern,HumblewoodTales,mundane,G,12.0,12.0,1.0,40.81281,12.0,12.0,near_agreement_official_heavy,0.0
Drum,XPHB,mundane,INS|XPHB,6.0,6.0,1.0,82.138306,6.0,6.0,near_agreement_official_heavy,0.0
Firearm Bullets (10),XPHB,mundane,A|XPHB,3.0,3.0,1.0,13.492485,3.0,3.0,near_agreement_official_heavy,0.0
Hand Claws,Pugilist2024,mundane,M|XPHB,3.0,3.0,1.0,53.787384,3.0,3.0,near_agreement_official_heavy,0.0
Heavy Bayonet,ChroniclesOfEberron,mundane,M,3.0,3.0,1.0,53.787384,3.0,3.0,near_agreement_official_heavy,0.0
Horn,XPHB,mundane,INS|XPHB,3.0,3.0,1.0,82.138306,3.0,3.0,near_agreement_official_heavy,0.0
Theki Root,EGW,mundane,G,3.0,3.0,1.0,40.81281,3.0,3.0,near_agreement_official_heavy,0.0
Boat Oar,ObojimaTallGrass,mundane,M,0.8,0.8,1.0,53.787384,0.8,0.8,near_agreement_official_heavy,0.0
Basket,XPHB,mundane,G|XPHB,0.4,0.4,1.0,40.81281,0.4,0.4,near_agreement_official_heavy,0.0
Ale (gallon),PHB,mundane,FD,0.2,0.2,1.0,40.81281,0.2,0.2,near_agreement_official_heavy,0.0
Common Wine (bottle),XPHB,mundane,FD|XPHB,0.2,0.2,1.0,40.81281,0.2,0.2,near_agreement_official_heavy,0.0
Greatclub,XPHB,mundane,M|XPHB,0.2,0.2,1.0,53.787384,0.2,0.2,near_agreement_official_heavy,0.0
Mess Kit,PHB,mundane,G,0.2,0.2,1.0,40.81281,0.2,0.2,near_agreement_official_heavy,0.0
Paper,XPHB,mundane,G|XPHB,0.2,0.2,1.0,40.81281,0.2,0.2,near_agreement_official_heavy,0.0
Quarterstaff,XPHB,mundane,M|XPHB,0.2,0.2,1.0,53.787384,0.2,0.2,near_agreement_official_heavy,0.0
Sling Bullets (20),XPHB,mundane,A|XPHB,0.2,0.2,1.0,13.492485,0.2,0.2,near_agreement_official_heavy,0.0
Waterskin,XPHB,mundane,G|XPHB,0.2,0.2,1.0,40.81281,0.2,0.2,near_agreement_official_heavy,0.0
"Arrow, Ranging",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
"Arrow, Slashing",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
"Arrow, Whistling",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
"Bolt, Ranging",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
"Bolt, Slashing",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
"Bolt, Whistling",GrimHollowPG24,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
Cheese (wedge),XPHB,mundane,FD|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Club,XPHB,mundane,M|XPHB,0.1,0.1,1.0,53.787384,0.1,0.1,near_agreement_official_heavy,0.0
Dice Set,XPHB,mundane,GS|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Hoopak,DSotDQ,mundane,M,0.1,0.1,1.0,53.787384,0.1,0.1,near_agreement_official_heavy,0.0
Insect Repellent (block of incense),ToA,mundane,G,0.1,0.1,1.0,60.158165,0.1,0.1,near_agreement_official_heavy,0.0
Iron Spike,XPHB,mundane,G|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Iron Tea Kettle,ObojimaTallGrass,mundane,M,0.1,0.1,1.0,53.787384,0.1,0.1,near_agreement_official_heavy,0.0
Ladder,XPHB,mundane,G|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Oil,XPHB,mundane,G|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Parchment,XPHB,mundane,G|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Shot,ValdaGunslinger,mundane,A|XPHB,0.1,0.1,1.0,13.492485,0.1,0.1,near_agreement_official_heavy,0.0
Sling,XPHB,mundane,R|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
String,XPHB,mundane,G|XPHB,0.1,0.1,1.0,40.81281,0.1,0.1,near_agreement_official_heavy,0.0
Arrow,XPHB,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
"Arrow, Bludgeoning",GrimHollowPG24,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
Bolt,XPHB,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
"Bolt, Bludgeoning",GrimHollowPG24,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
Bucket,XPHB,mundane,G|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Caltrop,PHB,mundane,G,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Dart,XPHB,mundane,R|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Feed (per day),XPHB,mundane,TAH|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Piton,PHB,mundane,G,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Pole,XPHB,mundane,G|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Signal Whistle,XPHB,mundane,G|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
"Sling Bullet, Ranging",GrimHollowPG24,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
"Sling Bullet, Whistling",GrimHollowPG24,mundane,A|XPHB,0.05,0.05,1.0,13.492485,0.05,0.05,near_agreement_official_heavy,0.0
Stabling (per day),XPHB,mundane,TAH|XPHB,0.05,0.05,1.0,40.81281,0.05,0.05,near_agreement_official_heavy,0.0
Abacus,PHB,mundane,G,2.0,2.0,1.0,40.81281,2.0,2.0,near_agreement_official_heavy,0.0
Acid,XPHB,mundane,G|XPHB,25.0,25.0,1.0,40.81281,25.0,25.0,near_agreement_official_heavy,0.0
Adamantine Bar,WDH,mundane,TG,1000.0,1000.0,1.0,43.976997,1000.0,1000.0,exact_commodity_official_price,0.0
Airship,XPHB,mundane,AIR|XPHB,40000.0,40000.0,1.0,40.81281,40000.0,40000.0,near_agreement_official_heavy,0.0
Alchemist's Fire,XPHB,mundane,G|XPHB,50.0,50.0,1.0,40.81281,50.0,50.0,near_agreement_official_heavy,0.0
Alchemist's Supplies,XPHB,mundane,AT|XPHB,50.0,50.0,1.0,40.81281,50.0,50.0,near_agreement_official_heavy,0.0
Ale (mug),XPHB,mundane,FD|XPHB,0.04,0.04,1.0,40.81281,0.04,0.04,near_agreement_official_heavy,0.0
Alexandrite,XDMG,mundane,$G|XDMG,500.0,500.0,1.0,40.81281,500.0,500.0,exact_commodity_official_price,0.0
Amber,XDMG,mundane,$G|XDMG,100.0,100.0,1.0,40.81281,100.0,100.0,exact_commodity_official_price,0.0
Amethyst,XDMG,mundane,$G|XDMG,100.0,100.0,1.0,40.81281,100.0,100.0,exact_commodity_official_price,0.0
Amulet,XPHB,mundane,SCF|XPHB,5.0,5.0,1.0,50.084457,5.0,5.0,near_agreement_official_heavy,0.0
Angel's Bane,CallfromtheDeep,mundane,SHP,15000.0,15000.0,1.0,40.81281,15000.0,15000.0,near_agreement_official_heavy,0.0
Antitoxin,XPHB,mundane,G|XPHB,50.0,50.0,1.0,40.81281,50.0,50.0,near_agreement_official_heavy,0.0
Aquamarine,XDMG,mundane,$G|XDMG,500.0,500.0,1.0,40.81281,500.0,500.0,exact_commodity_official_price,0.0
Arbalest,GrimHollowPG24,mundane,R|XPHB,750.0,750.0,1.0,40.81281,750.0,750.0,near_agreement_official_heavy,0.0
"Arrow, Acid",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492485,75.0,75.0,near_agreement_official_heavy,0.0
"Arrow, Alchemist's Fire",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492485,75.0,75.0,near_agreement_official_heavy,0.0
"Arrow, Armor-Piercing",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492485,20.0,20.0,near_agreement_official_heavy,0.0
"Arrow, Blessed",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492485,20.0,20.0,near_agreement_official_heavy,0.0
"Arrow, Brutal",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492485,20.0,20.0,near_agreement_official_heavy,0.0
"Arrow, Desecrated",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,13.492485,20.0,20.0,near_agreement_official_heavy,0.0
"Arrow, Holy Water",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,13.492485,75.0,75.0,near_agreement_official_heavy,0.0
"Arrow, Incendiary",GrimHollowPG24,mundane,A|XPHB,20.0,20.0,1.0,14.96926,20.0,20.0,near_agreement_official_heavy,0.0
"Arrow, War Oil",GrimHollowPG24,mundane,A|XPHB,75.0,75.0,1.0,25.785288,75.0,75.0,near_agreement_official_heavy,0.0
Arrows (20),XPHB,mundane,A|XPHB,1.0,1.0,1.0,13.492485,1.0,1.0,near_agreement_official_heavy,0.0
Assassin's Blood,XDMG,mundane,G|XPHB,150.0,150.0,1.0,40.81281,150.0,150.0,near_agreement_official_heavy,0.0
Axe Beak,FRHoF,mundane,MNT|XPHB,50.0,50.0,1.0,40.81281,50.0,50.0,near_agreement_official_heavy,0.0
Azurite,XDMG,mundane,$G|XDMG,10.0,10.0,1.0,40.81281,10.0,10.0,exact_commodity_official_price,0.0
Backpack,XPHB,mundane,G|XPHB,2.0,2.0,1.0,40.81281,2.0,2.0,near_agreement_official_heavy,0.0
Bagpipes,XPHB,mundane,INS|XPHB,30.0,30.0,1.0,82.138306,30.0,30.0,near_agreement_official_heavy,0.0
Ball Bearings,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.81281,1.0,1.0,near_agreement_official_heavy,0.0
Banded Agate,XDMG,mundane,$G|XDMG,10.0,10.0,1.0,40.81281,10.0,10.0,exact_commodity_official_price,0.0
Bandore,FRHoF,mundane,INS|XPHB,65.0,65.0,1.0,82.138306,65.0,65.0,near_agreement_official_heavy,0.0
Bark Armor,ObojimaTallGrass,mundane,LA,8.0,8.0,1.0,48.4252,8.0,8.0,near_agreement_official_heavy,0.0
Barrel,XPHB,mundane,G|XPHB,2.0,2.0,1.0,40.81281,2.0,2.0,near_agreement_official_heavy,0.0
Basic Poison,XPHB,mundane,G|XPHB,100.0,100.0,1.0,58.540092,100.0,100.0,near_agreement_official_heavy,0.0
Battleaxe,XPHB,mundane,M|XPHB,10.0,10.0,1.0,53.787384,10.0,10.0,near_agreement_official_heavy,0.0
Beast Whistle,HumblewoodTales,mundane,G,20.0,20.0,1.0,40.81281,20.0,20.0,near_agreement_official_heavy,0.0
Bedroll,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.81281,1.0,1.0,near_agreement_official_heavy,0.0
Bejeweled gold bracelet,XDMG,mundane,$A|XDMG,250.0,250.0,1.0,40.81281,250.0,250.0,exact_commodity_official_price,0.0
Bejeweled ivory drinking horn with gold filigree,XDMG,mundane,$A|XDMG,7500.0,7500.0,1.0,40.81281,7500.0,7500.0,exact_commodity_official_price,0.0
Bell,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.81281,1.0,1.0,near_agreement_official_heavy,0.0
Bellow Flute,ObojimaTallGrass,mundane,M,1.0,1.0,1.0,53.787384,1.0,1.0,near_agreement_official_heavy,0.0
Bellows Cannister,GrimHollowPG24,mundane,A|XPHB,0.25,0.25,1.0,13.492485,0.25,0.25,near_agreement_official_heavy,0.0
Bireme,CallfromtheDeep,mundane,SHP,5000.0,5000.0,1.0,40.81281,5000.0,5000.0,near_agreement_official_heavy,0.0
Bit and bridle,PHB,mundane,TAH,2.0,2.0,1.0,40.81281,2.0,2.0,near_agreement_official_heavy,0.0
Black Opal,XDMG,mundane,$G|XDMG,1000.0,1000.0,1.0,40.81281,1000.0,1000.0,exact_commodity_official_price,0.0
Black Pearl,XDMG,mundane,$G|XDMG,500.0,500.0,1.0,40.81281,500.0,500.0,exact_commodity_official_price,0.0
Black Sap,EGW,mundane,G,300.0,300.0,1.0,40.81281,300.0,300.0,near_agreement_official_heavy,0.0
Black Sapphire,XDMG,mundane,$G|XDMG,5000.0,5000.0,1.0,40.81281,5000.0,5000.0,exact_commodity_official_price,0.0
Black velvet mask stitched with silver thread,XDMG,mundane,$A|XDMG,25.0,25.0,1.0,40.81281,25.0,25.0,exact_commodity_official_price,0.0
Blackpowder Pistol,GrimHollowPG24,mundane,R|XPHB,200.0,200.0,1.0,40.81281,200.0,200.0,near_agreement_official_heavy,0.0
Blackpowder Rifle,GrimHollowPG24,mundane,R|XPHB,500.0,500.0,1.0,40.81281,500.0,500.0,near_agreement_official_heavy,0.0
Blanket,XPHB,mundane,G|XPHB,0.5,0.5,1.0,40.81281,0.5,0.5,near_agreement_official_heavy,0.0
Blessed Stake,GrimHollowPG24,mundane,AdvEq,250.0,250.0,1.0,40.81281,250.0,250.0,near_agreement_official_heavy,0.0
Blight Ichor,EGW,mundane,G,200.0,200.0,1.0,40.81281,200.0,200.0,near_agreement_official_heavy,0.0
Block and Tackle,XPHB,mundane,G|XPHB,1.0,1.0,1.0,40.81281,1.0,1.0,near_agreement_official_heavy,0.0
Bloodstone,XDMG,mundane,$G|XDMG,50.0,50.0,1.0,40.81281,50.0,50.0,exact_commodity_official_price,0.0
Blowgun,XPHB,mundane,R|XPHB,10.0,10.0,1.0,40.81281,10.0,10.0,near_agreement_official_heavy,0.0
Blue Quartz,XDMG,mundane,$G|XDMG,10.0,10.0,1.0,40.81281,10.0,10.0,exact_commodity_official_price,0.0
Blue Sapphire,XDMG,mundane,$G|XDMG,1000.0,1000.0,1.0,40.81281,1000.0,1000.0,exact_commodity_official_price,0.0
Blue Spinel,XDMG,mundane,$G|XDMG,500.0,500.0,1.0,40.81281,500.0,500.0,exact_commodity_official_price,0.0
