"Name","Source","Type Code","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Low","Price High","Confidence","Price Source","URL","Notes","Has Reference"
"Ascendant Dragon's Wrath Light Repeating Crossbow","Fizban's Treasury of Dragons","R","Ranged Weapon","Legendary","Yes","134574.87","134,574 gp","107,659 gp","161,489 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20light%20repeating%20crossbow_ftd","","True"
"Ascendant Dragon's Wrath Longbow","Fizban's Treasury of Dragons","R|XPHB","Ranged Weapon","Legendary","Yes","132431.58","132,431 gp","105,945 gp","158,917 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20longbow_ftd","","True"
"Ascendant Dragon's Wrath Longsword","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","133380.0","133,380 gp","106,704 gp","160,056 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20longsword_ftd","","True"
"Ascendant Dragon's Wrath Mace","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","129051.16","129,051 gp","103,240 gp","154,861 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20mace_ftd","","True"
"Ascendant Dragon's Wrath Maul","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","141197.95","141,197 gp","112,958 gp","169,437 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20maul_ftd","","True"
"Ascendant Dragon's Wrath Morningstar","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","134052.91","134,052 gp","107,242 gp","160,863 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20morningstar_ftd","","True"
"Ascendant Dragon's Wrath Musket","Fizban's Treasury of Dragons","R|XPHB","Ranged Weapon","Legendary","Yes","141197.95","141,197 gp","112,958 gp","169,437 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20musket_ftd","","True"
"Ascendant Dragon's Wrath Pike","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","137571.08","137,571 gp","110,056 gp","165,085 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20pike_ftd","","True"
"Ascendant Dragon's Wrath Pistol","Fizban's Treasury of Dragons","R|XPHB","Ranged Weapon","Legendary","Yes","133380.0","133,380 gp","106,704 gp","160,056 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20pistol_ftd","","True"
"Ascendant Dragon's Wrath Quarterstaff","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","129051.16","129,051 gp","103,240 gp","154,861 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20quarterstaff_ftd","","True"
"Ascendant Dragon's Wrath Rapier","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","132431.58","132,431 gp","105,945 gp","158,917 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20rapier_ftd","","True"
"Ascendant Dragon's Wrath Scimitar","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","128378.25","128,378 gp","102,702 gp","154,053 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20scimitar_ftd","","True"
"Ascendant Dragon's Wrath Shortbow","Fizban's Treasury of Dragons","R|XPHB","Ranged Weapon","Legendary","Yes","127429.83","127,429 gp","101,943 gp","152,915 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20shortbow_ftd","","True"
"Ascendant Dragon's Wrath Shortsword","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","127429.83","127,429 gp","101,943 gp","152,915 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20shortsword_ftd","","True"
"Ascendant Dragon's Wrath Sickle","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","127429.83","127,429 gp","101,943 gp","152,915 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20sickle_ftd","","True"
"Ascendant Dragon's Wrath Sling","Fizban's Treasury of Dragons","R|XPHB","Ranged Weapon","Legendary","Yes","128378.25","128,378 gp","102,702 gp","154,053 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20sling_ftd","","True"
"Ascendant Dragon's Wrath Spear","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","128378.25","128,378 gp","102,702 gp","154,053 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20spear_ftd","","True"
"Ascendant Dragon's Wrath Trident","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","134052.91","134,052 gp","107,242 gp","160,863 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20trident_ftd","","True"
"Ascendant Dragon's Wrath War Pick","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","132431.58","132,431 gp","105,945 gp","158,917 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20war%20pick_ftd","","True"
"Ascendant Dragon's Wrath Warhammer","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","134574.87","134,574 gp","107,659 gp","161,489 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20warhammer_ftd","","True"
"Ascendant Dragon's Wrath Whip","Fizban's Treasury of Dragons","M|XPHB","Melee Weapon","Legendary","Yes","128378.25","128,378 gp","102,702 gp","154,053 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20whip_ftd","","True"
"Ascendant Dragon's Wrath Yklwa","Fizban's Treasury of Dragons","M","Melee Weapon","Legendary","Yes","133380.0","133,380 gp","106,704 gp","160,056 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon's%20wrath%20yklwa_ftd","","True"
"Ascendant Dragon-Touched Focus","Fizban's Treasury of Dragons","SCF","Spellcasting Focus","Legendary","Yes","136863.3","136,863 gp","109,490 gp","164,235 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20dragon-touched%20focus_ftd","⚠️ 🤖","False"
"Ascendant Scaled Ornament","Fizban's Treasury of Dragons","","Wondrous Item","Legendary","Yes","44679.71","44,679 gp","35,743 gp","53,615 gp","Low","Algorithm","https://5e.tools/items.html#ascendant%20scaled%20ornament_ftd","🤖","False"
"Assassin's Blood","Dungeon Master's Guide (2024)","G|XPHB","Adventuring Gear","Mundane","No","150.0","150 gp","120 gp","180 gp","High","Official","https://5e.tools/items.html#assassin's%20blood_xdmg","","True"
"Astral Shard","Tasha's Cauldron of Everything","SCF","Spellcasting Focus","Rare","Yes","5678.82","5,678 gp","4,543 gp","6,814 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#astral%20shard_tce","","True"
"Astromancy Archive","Tasha's Cauldron of Everything","SCF","Spellcasting Focus","Rare","Yes","3690.69","3,690 gp","2,952 gp","4,428 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#astromancy%20archive_tce","","True"
"Atlas of Endless Horizons","Tasha's Cauldron of Everything","SCF","Spellcasting Focus","Rare","Yes","3957.67","3,957 gp","3,166 gp","4,749 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#atlas%20of%20endless%20horizons_tce","","True"
"Axe Beak","Forgotten Realms: Heroes of Faerûn","MNT|XPHB","Mount or Vehicle (Land)","Mundane","No","50.0","50 gp","40 gp","60 gp","High","Official","https://5e.tools/items.html#axe%20beak_frhof","","True"
"Axe of the Dwarvish Lords","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Artifact","Yes","790000.0","790,000 gp","632,000 gp","948,000 gp","Low","Algorithm","https://5e.tools/items.html#axe%20of%20the%20dwarvish%20lords_xdmg","🤖","False"
"Azorius Guild Signet","Guildmasters' Guide to Ravnica","RG|DMG","Ring","Uncommon","Yes","1399.68","1,399 gp","1,119 gp","1,679 gp","Low","Algorithm","https://5e.tools/items.html#azorius%20guild%20signet_ggr","🤖","False"
"Azorius Keyrune","Guildmasters' Guide to Ravnica","","Wondrous Item","Rare","Yes","2391.86","2,391 gp","1,913 gp","2,870 gp","Low","Single source (DMPG)","https://5e.tools/items.html#azorius%20keyrune_ggr","","True"
"Azuredge","Waterdeep: Dragon Heist","M","Melee Weapon","Legendary","Yes","121634.36","121,634 gp","97,307 gp","145,961 gp","Low","Algorithm","https://5e.tools/items.html#azuredge_wdh","🤖","False"
"Baba Yaga's Dancing Broom","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","Yes","1525.08","1,525 gp","1,220 gp","1,830 gp","Low","Single source (DSA)","https://5e.tools/items.html#baba%20yaga's%20dancing%20broom_xdmg","","True"
"Baba Yaga's Mortar and Pestle","Tasha's Cauldron of Everything","","Wondrous Item","Artifact","Yes","492500.0","492,500 gp","394,000 gp","591,000 gp","Low","Algorithm","https://5e.tools/items.html#baba%20yaga's%20mortar%20and%20pestle_tce","🤖","False"
"Baba Yaga's Pestle","Tasha's Cauldron of Everything","M","Melee Weapon","Artifact","Yes","372500.0","372,500 gp","298,000 gp","447,000 gp","Low","Algorithm","https://5e.tools/items.html#baba%20yaga's%20pestle_tce","🤖","False"
"Backpack","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","2.0","2.0 gp","1.6 gp","2.4 gp","High","Official","https://5e.tools/items.html#backpack_xphb","","True"
"Backpack Parachute","Waterdeep: Dragon Heist","OTH","Other","Unknown","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#backpack%20parachute_wdh","🤖","False"
"Badge of the Watch","Waterdeep: Dragon Heist","","Wondrous Item","Rare","Yes","3596.68","3,596 gp","2,877 gp","4,316 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#badge%20of%20the%20watch_wdh","","True"
"Bag of Beans","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","No","4495.26","4,495 gp","3,596 gp","5,394 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#bag%20of%20beans_xdmg","","True"
"Bag of Devouring","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","12864.91","12,864 gp","10,291 gp","15,437 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#bag%20of%20devouring_xdmg","","True"
"Bag of Holding","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","1375.04","1,375 gp","1,100 gp","1,650 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#bag%20of%20holding_xdmg","","True"
"Bag of Tricks, Gray","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#bag%20of%20tricks,%20gray_xdmg","🤖","False"
"Bag of Tricks, Rust","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","718.1","718 gp","574 gp","861 gp","Low","Algorithm","https://5e.tools/items.html#bag%20of%20tricks,%20rust_xdmg","🤖","False"
"Bag of Tricks, Tan","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","439.83","439 gp","351 gp","527 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#bag%20of%20tricks,%20tan_xdmg","","True"
"Bagpipes","Player's Handbook (2024)","INS|XPHB","Musical Instrument","Mundane","No","30.0","30 gp","24 gp","36 gp","High","Official","https://5e.tools/items.html#bagpipes_xphb","","True"
"Balance Card","The Book of Many Things","","Wondrous Item","Legendary","No","35321.08","35,321 gp","28,256 gp","42,385 gp","Low","Algorithm","https://5e.tools/items.html#balance%20card_bmt","🤖","False"
"Balance of Harmony","Tales from the Yawning Portal","","Wondrous Item","Uncommon","No","299.49","299 gp","239 gp","359 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#balance%20of%20harmony_tftyp","","True"
"Baleful Talon","The Book of Many Things","M","Melee Weapon","Very Rare","No","3815.56","3,815 gp","3,052 gp","4,578 gp","Low","Algorithm","https://5e.tools/items.html#baleful%20talon_bmt","🤖","False"
"Ball Bearing","Player's Handbook","G","Adventuring Gear","Mundane","No","0.01","1 cp","1 cp","1 cp","High","Official","https://5e.tools/items.html#ball%20bearing_phb","","True"
"Ball Bearings","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#ball%20bearings_xphb","","True"
"Balloon Pack","Princes of the Apocalypse","","Wondrous Item","Uncommon","No","755.31","755 gp","604 gp","906 gp","Low","Single source (DMPG)","https://5e.tools/items.html#balloon%20pack_pota","","True"
"Bandore","Forgotten Realms: Heroes of Faerûn","INS|XPHB","Musical Instrument","Mundane","No","65.0","65 gp","52 gp","78 gp","High","Official","https://5e.tools/items.html#bandore_frhof","","True"
"Bane Battleaxe","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15353.01","15,353 gp","12,282 gp","18,423 gp","Low","Algorithm","https://5e.tools/items.html#bane%20battleaxe_exploringeberron24","⚠️","True"
"Bane Club","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20club_exploringeberron24","⚠️","True"
"Bane Dagger","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14228.89","14,228 gp","11,383 gp","17,074 gp","Low","Algorithm","https://5e.tools/items.html#bane%20dagger_exploringeberron24","⚠️","True"
"Bane Flail","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15077.83","15,077 gp","12,062 gp","18,093 gp","Low","Algorithm","https://5e.tools/items.html#bane%20flail_exploringeberron24","⚠️","True"
"Bane Glaive","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15513.99","15,513 gp","12,411 gp","18,616 gp","Low","Algorithm","https://5e.tools/items.html#bane%20glaive_exploringeberron24","⚠️","True"
"Bane Greataxe","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","16148.93","16,148 gp","12,919 gp","19,378 gp","Low","Algorithm","https://5e.tools/items.html#bane%20greataxe_exploringeberron24","⚠️","True"
"Bane Greatclub","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15716.79","15,716 gp","12,573 gp","18,860 gp","Low","Algorithm","https://5e.tools/items.html#bane%20greatclub_exploringeberron24","⚠️","True"
"Bane Greatsword","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","16087.74","16,087 gp","12,870 gp","19,305 gp","Low","Algorithm","https://5e.tools/items.html#bane%20greatsword_exploringeberron24","⚠️","True"
"Bane Halberd","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15513.99","15,513 gp","12,411 gp","18,616 gp","Low","Algorithm","https://5e.tools/items.html#bane%20halberd_exploringeberron24","⚠️","True"
"Bane Handaxe","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20handaxe_exploringeberron24","⚠️","True"
"Bane Javelin","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20javelin_exploringeberron24","⚠️","True"
"Bane Lance","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15513.99","15,513 gp","12,411 gp","18,616 gp","Low","Algorithm","https://5e.tools/items.html#bane%20lance_exploringeberron24","⚠️","True"
"Bane Light Hammer","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20light%20hammer_exploringeberron24","⚠️","True"
"Bane Longsword","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15238.8","15,238 gp","12,191 gp","18,286 gp","Low","Algorithm","https://5e.tools/items.html#bane%20longsword_exploringeberron24","⚠️","True"
"Bane Mace","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14779.26","14,779 gp","11,823 gp","17,735 gp","Low","Algorithm","https://5e.tools/items.html#bane%20mace_exploringeberron24","⚠️","True"
"Bane Maul","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","16290.54","16,290 gp","13,032 gp","19,548 gp","Low","Algorithm","https://5e.tools/items.html#bane%20maul_exploringeberron24","⚠️","True"
"Bane Morningstar","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15353.01","15,353 gp","12,282 gp","18,423 gp","Low","Algorithm","https://5e.tools/items.html#bane%20morningstar_exploringeberron24","⚠️","True"
"Bane Pike","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15950.14","15,950 gp","12,760 gp","19,140 gp","Low","Algorithm","https://5e.tools/items.html#bane%20pike_exploringeberron24","⚠️","True"
"Bane Quarterstaff","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14779.26","14,779 gp","11,823 gp","17,735 gp","Low","Algorithm","https://5e.tools/items.html#bane%20quarterstaff_exploringeberron24","⚠️","True"
"Bane Rapier","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15077.83","15,077 gp","12,062 gp","18,093 gp","Low","Algorithm","https://5e.tools/items.html#bane%20rapier_exploringeberron24","⚠️","True"
"Bane Scimitar","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14665.05","14,665 gp","11,732 gp","17,598 gp","Low","Algorithm","https://5e.tools/items.html#bane%20scimitar_exploringeberron24","⚠️","True"
"Bane Shortsword","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20shortsword_exploringeberron24","⚠️","True"
"Bane Sickle","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14504.08","14,504 gp","11,603 gp","17,404 gp","Low","Algorithm","https://5e.tools/items.html#bane%20sickle_exploringeberron24","⚠️","True"
"Bane Spear","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14665.05","14,665 gp","11,732 gp","17,598 gp","Low","Algorithm","https://5e.tools/items.html#bane%20spear_exploringeberron24","⚠️","True"
"Bane Trident","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15353.01","15,353 gp","12,282 gp","18,423 gp","Low","Algorithm","https://5e.tools/items.html#bane%20trident_exploringeberron24","⚠️","True"
"Bane War Pick","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15077.83","15,077 gp","12,062 gp","18,093 gp","Low","Algorithm","https://5e.tools/items.html#bane%20war%20pick_exploringeberron24","⚠️","True"
"Bane Warhammer","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","15441.6","15,441 gp","12,353 gp","18,529 gp","Low","Algorithm","https://5e.tools/items.html#bane%20warhammer_exploringeberron24","⚠️","True"
"Bane Whip","Exploring Eberron (2024)","M|XPHB","Melee Weapon","Rare","Yes","14665.05","14,665 gp","11,732 gp","17,598 gp","Low","Algorithm","https://5e.tools/items.html#bane%20whip_exploringeberron24","⚠️","True"
"Banner of the Krig Rune","Storm King's Thunder","","Wondrous Item","Rare","Yes","3321.2","3,321 gp","2,656 gp","3,985 gp","Low","Single source (DMPG)","https://5e.tools/items.html#banner%20of%20the%20krig%20rune_skt","","True"
"Barding","Player's Handbook","TAH","Tack & Harness","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#barding_phb","🤖","False"
"Barghest Collar","Frontiers of Eberron: Quickstone","","Wondrous Item","Rare","Yes","3277.85","3,277 gp","2,622 gp","3,933 gp","Low","Algorithm","https://5e.tools/items.html#barghest%20collar_foequickstone","🤖","False"
"Barking Box","Waterdeep: Dragon Heist","OTH","Other","Unknown","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#barking%20box_wdh","🤖","False"
"Barrel","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","2.0","2.0 gp","1.6 gp","2.4 gp","High","Official","https://5e.tools/items.html#barrel_xphb","","True"
"Barrier Tattoo (Large)","Tasha's Cauldron of Everything","","Wondrous Item","Very Rare","Yes","12150.0","12,150 gp","9,720 gp","14,580 gp","Low","Algorithm","https://5e.tools/items.html#barrier%20tattoo%20(large)_tce","","True"
"Barrier Tattoo (Medium)","Tasha's Cauldron of Everything","","Wondrous Item","Rare","Yes","3512.23","3,512 gp","2,809 gp","4,214 gp","Low","Algorithm","https://5e.tools/items.html#barrier%20tattoo%20(medium)_tce","🤖","False"
"Barrier Tattoo (Small)","Tasha's Cauldron of Everything","","Wondrous Item","Uncommon","Yes","718.42","718 gp","574 gp","862 gp","Low","Algorithm","https://5e.tools/items.html#barrier%20tattoo%20(small)_tce","🤖","False"
"Basic Fishing Equipment","Astral Adventurer's Guide","G","Adventuring Gear","Mundane","No","0.1","10 cp","8 cp","12 cp","High","Official","https://5e.tools/items.html#basic%20fishing%20equipment_aag","","True"
"Basic Poison","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","100.0","100 gp","80 gp","120 gp","High","Official","https://5e.tools/items.html#basic%20poison_xphb","","True"
"Basket","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","0.4","40 cp","32 cp","48 cp","High","Official","https://5e.tools/items.html#basket_xphb","","True"
"Battering Shield","Explorer's Guide to Wildemount","S","Shield","Rare","Yes","1244.62","1,244 gp","995 gp","1,493 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#battering%20shield_egw","","True"
"Battle Rod","Exploring Eberron (2024)","RD|XDMG","Rod","Common","No","164.48","164 gp","131 gp","197 gp","Low","Algorithm","https://5e.tools/items.html#battle%20rod_exploringeberron24","🤖","False"
"Battle Standard of Infernal Power","Baldur's Gate: Descent Into Avernus","","Wondrous Item","Very Rare","Yes","7544.03","7,544 gp","6,035 gp","9,052 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#battle%20standard%20of%20infernal%20power_bgdia","","True"
"Battleaxe","Player's Handbook (2024)","M|XPHB","Melee Weapon","Mundane","No","10.0","10 gp","8.0 gp","12 gp","High","Official","https://5e.tools/items.html#battleaxe_xphb","","True"
"Battleaxe Armblade","Eberron: Rising from the Last War","M|XPHB","Melee Weapon","Common","Yes","86.96","86 gp","69 gp","104 gp","Low","Algorithm","https://5e.tools/items.html#battleaxe%20armblade_erlw","","True"
"Battleaxe of Certain Death","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","No","3995.22","3,995 gp","3,196 gp","4,794 gp","Low","Algorithm","https://5e.tools/items.html#battleaxe%20of%20certain%20death_egw","","True"
"Battleaxe of Throne's Command","The Book of Many Things","M|XPHB","Melee Weapon","Very Rare","Yes","33024.23","33,024 gp","26,419 gp","39,629 gp","Low","Algorithm","https://5e.tools/items.html#battleaxe%20of%20throne's%20command_bmt","","True"
"Battleaxe of Warning","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","Yes","678.41","678 gp","542 gp","814 gp","Low","Algorithm","https://5e.tools/items.html#battleaxe%20of%20warning_xdmg","","True"
"Bead of Force","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","No","6196.71","6,196 gp","4,957 gp","7,436 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#bead%20of%20force_xdmg","","True"
"Bead of Nourishment","Dungeon Master's Guide (2024)","","Wondrous Item","Common","No","61.85","61 gp","49 gp","74 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#bead%20of%20nourishment_xdmg","","True"
"Bead of Refreshment","Dungeon Master's Guide (2024)","","Wondrous Item","Common","No","61.85","61 gp","49 gp","74 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#bead%20of%20refreshment_xdmg","","True"
"Bedroll","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#bedroll_xphb","","True"
"Beggar's Wisdom","Frontiers of Eberron: Quickstone","","Wondrous Item","Common","No","93.63","93 gp","74 gp","112 gp","Low","Algorithm","https://5e.tools/items.html#beggar's%20wisdom_foequickstone","🤖","False"
"Belashyrra's Beholder Crown","Eberron: Rising from the Last War","","Wondrous Item","Legendary","Yes","54591.26","54,591 gp","43,673 gp","65,509 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#belashyrra's%20beholder%20crown_erlw","","True"
"Bell","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#bell_xphb","","True"
"Bell Branch","Tasha's Cauldron of Everything","SCF","Spellcasting Focus","Rare","Yes","1523.32","1,523 gp","1,218 gp","1,827 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#bell%20branch_tce","","True"
"Belt of Cloud Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Legendary","Yes","79514.88","79,514 gp","63,611 gp","95,417 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20cloud%20giant%20strength_xdmg","","True"
"Belt of Dwarvenkind","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","Yes","5666.46","5,666 gp","4,533 gp","6,799 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20dwarvenkind_xdmg","","True"
"Belt of Fire Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","Yes","41437.44","41,437 gp","33,149 gp","49,724 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20fire%20giant%20strength_xdmg","","True"
"Belt of Frost Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","Yes","19420.74","19,420 gp","15,536 gp","23,304 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20frost%20giant%20strength_xdmg","","True"
"Belt of Hill Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","Yes","10215.57","10,215 gp","8,172 gp","12,258 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20hill%20giant%20strength_xdmg","","True"
"Belt of Stone Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","Yes","19420.74","19,420 gp","15,536 gp","23,304 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20stone%20giant%20strength_xdmg","","True"
"Belt of Storm Giant Strength","Dungeon Master's Guide (2024)","","Wondrous Item","Legendary","Yes","108899.38","108,899 gp","87,119 gp","130,679 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#belt%20of%20storm%20giant%20strength_xdmg","","True"
"Berserker Battleaxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Rare","Yes","617.04","617 gp","493 gp","740 gp","Low","Algorithm","https://5e.tools/items.html#berserker%20battleaxe_xdmg","","True"
"Berserker Greataxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Rare","Yes","714.92","714 gp","571 gp","857 gp","Low","Algorithm","https://5e.tools/items.html#berserker%20greataxe_xdmg","","True"
