item_name,price_gp,normalized_name,source
Wings of Flying Yes Rare,3600.0,wings of flying yes rare,DMPG
Cloak of Arachnida Yes Very Rare,14000.0,cloak of arachnida yes very rare,DMPG
Cloak of Invisibility Yes Legendary,54000.0,cloak of invisibility yes legendary,DMPG
Prosthetic Limb Yes Common,100.0,prosthetic limb yes common,DMPG
Wand Sheath Yes (warforged) Common,75.0,wand sheath yes warforged common,DMPG
Bracers of Archery Yes Uncommon,350.0,bracers of archery yes uncommon,DMPG
Bracer of Flying Daggers Yes Rare,1000.0,bracer of flying daggers yes rare,DMPG
Bracers of Defense Yes Rare,4000.0,bracers of defense yes rare,DMPG
Arcane Propulsion Arm Yes Very Rare,5100.0,arcane propulsion arm yes very rare,DMPG
Bracelet of Rock Magic Yes Very Rare,9000.0,bracelet of rock magic yes very rare,DMPG
Illusionist's Bracers Yes (spellcaster) Very Rare,13500.0,illusionists bracers yes spellcaster very rare,DMPG
Prosthetic Limb Yes Common,100.0,prosthetic limb yes common,DMPG
Gauntlets of Ogre Power Yes Uncommon,450.0,gauntlets of ogre power yes uncommon,DMPG
Gloves of Missile Snaring Yes Uncommon,325.0,gloves of missile snaring yes uncommon,DMPG
Gloves of Swimming and Climbing Yes Uncommon,250.0,gloves of swimming and climbing yes uncommon,DMPG
Gloves of Thievery No Uncommon,300.0,gloves of thievery no uncommon,DMPG
Living Gloves Yes Uncommon,500.0,living gloves yes uncommon,DMPG
Claws of the Umber Hulk Yes Rare,4300.0,claws of the umber hulk yes rare,DMPG
Gauntlets of Flaming Fury Yes Rare,2000.0,gauntlets of flaming fury yes rare,DMPG
Arcane Propulsion Arm Yes Very Rare,5100.0,arcane propulsion arm yes very rare,DMPG
Belt of Dwarvenkind Yes Rare,5000.0,belt of dwarvenkind yes rare,DMPG
Belt of Giant Strength (Hill) Yes Rare,4000.0,belt of giant strength hill yes rare,DMPG
Belt of Giant Strength (Stone/Frost) Yes Very Rare,12000.0,belt of giant strength stone/frost yes very rare,DMPG
Belt of Giant Strength (Fire) Yes Very Rare,36000.0,belt of giant strength fire yes very rare,DMPG
Belt of Giant Strength (Cloud) Yes Legendary,66000.0,belt of giant strength cloud yes legendary,DMPG
Belt of Giant Strength (Storm) Yes Legendary,100000.0,belt of giant strength storm yes legendary,DMPG
Clothes of Mending No Common,50.0,clothes of mending no common,DMPG
Glamerweave (common) No Common,50.0,glamerweave common no common,DMPG
Shiftweave No Common,100.0,shiftweave no common,DMPG
Glamerweave (uncommon) No Uncommon,150.0,glamerweave uncommon no uncommon,DMPG
Mizzium Apparatus Yes (special) Uncommon,500.0,mizzium apparatus yes special uncommon,DMPG
Robe of Serpents Yes Uncommon,375.0,robe of serpents yes uncommon,DMPG
Robe of Useful Items No Uncommon,400.0,robe of useful items no uncommon,DMPG
Wingwear Yes Uncommon,300.0,wingwear yes uncommon,DMPG
Butcher's Bib Yes Rare,2750.0,butchers bib yes rare,DMPG
Lord's Ensemble Yes Rare,5000.0,lords ensemble yes rare,DMPG
Robe of Eyes Yes Rare,5000.0,robe of eyes yes rare,DMPG
Robe of Summer Yes Rare,2900.0,robe of summer yes rare,DMPG
Robe of Scintillating Colors Yes Very Rare,27000.0,robe of scintillating colors yes very rare,DMPG
Robe of Stars Yes Very Rare,45000.0,robe of stars yes very rare,DMPG
Robe of the Archmagi Yes Legendary,75000.0,robe of the archmagi yes legendary,DMPG
Boots of False Tracks No Common,60.0,boots of false tracks no common,DMPG
Prosthetic Limb Yes Common,100.0,prosthetic limb yes common,DMPG
Boots of Elvenkind No Uncommon,400.0,boots of elvenkind no uncommon,DMPG
Boots of Striding and Springing Yes Uncommon,200.0,boots of striding and springing yes uncommon,DMPG
Boots of the Winterlands Yes Uncommon,300.0,boots of the winterlands yes uncommon,DMPG
Slippers of Spider Climbing Yes Uncommon,500.0,slippers of spider climbing yes uncommon,DMPG
Stein Rune Boots Yes Uncommon,350.0,stein rune boots yes uncommon,DMPG
Winged Boots Yes Uncommon,5000.0,winged boots yes uncommon,DMPG
Boots of Levitation Yes Rare,4500.0,boots of levitation yes rare,DMPG
Boots of Speed Yes Rare,3000.0,boots of speed yes rare,DMPG
Ise Rune Boots Yes Rare,2650.0,ise rune boots yes rare,DMPG
Vind Rune Boots Yes Rare,650.0,vind rune boots yes rare,DMPG
Bead of Nourishment No Common,25.0,bead of nourishment no common,DMPG
Bead of Refreshment No Common,25.0,bead of refreshment no common,DMPG
Candle of the Deep No Common,50.0,candle of the deep no common,DMPG
Charlatan's Die Yes Common,80.0,charlatans die yes common,DMPG
Cleansing Stone No Common,50.0,cleansing stone no common,DMPG
Coin of Delving No Common,50.0,coin of delving no common,DMPG
Ear Horn of Hearing No Common,75.0,ear horn of hearing no common,DMPG
Enduring Spellbook No Common,100.0,enduring spellbook no common,DMPG
Everbright Lantern No Common,100.0,everbright lantern no common,DMPG
Feather Token No Common,25.0,feather token no common,DMPG
Heward's Handy Spice Pouch No Common,100.0,hewards handy spice pouch no common,DMPG
Horn of Silent Alarm No Common,85.0,horn of silent alarm no common,DMPG
Instrument of Illusions Yes Common,100.0,instrument of illusions yes common,DMPG
Instrument of Scribing Yes Common,80.0,instrument of scribing yes common,DMPG
Keycharm Yes (Mark of Warding) Common,50.0,keycharm yes mark of warding common,DMPG
Lantern of Tracking No Common,75.0,lantern of tracking no common,DMPG
Lock of Trickery No Common,50.0,lock of trickery no common,DMPG
Moodmark Paint No Common,50.0,moodmark paint no common,DMPG
Mystery Key No Common,50.0,mystery key no common,DMPG
Orb of Direction No Common,50.0,orb of direction no common,DMPG
Orb of Shielding Yes Common,80.0,orb of shielding yes common,DMPG
Orb of Time No Common,50.0,orb of time no common,DMPG
Pipe of Remembrance No Common,50.0,pipe of remembrance no common,DMPG
Pipe of Smoke Monsters No Common,50.0,pipe of smoke monsters no common,DMPG
Pole of Angling No Common,50.0,pole of angling no common,DMPG
Pole of Collapsing No Common,55.0,pole of collapsing no common,DMPG
Pot of Awakening No Common,85.0,pot of awakening no common,DMPG
Pressure Capsule No Common,25.0,pressure capsule no common,DMPG
Rope of Mending No Common,50.0,rope of mending no common,DMPG
Ruby of the War Mage Yes (spellcaster) Common,100.0,ruby of the war mage yes spellcaster common,DMPG
Scribe's Pen Yes (Mark of Scribing) Common,60.0,scribes pen yes mark of scribing common,DMPG
Sekolahian Worshipping Statuette No Common,50.0,sekolahian worshipping statuette no common,DMPG
Spellshard No Common,100.0,spellshard no common,DMPG
Talking Doll Yes Common,75.0,talking doll yes common,DMPG
Tankard of Sobriety No Common,80.0,tankard of sobriety no common,DMPG
Thermal Cube No Common,50.0,thermal cube no common,DMPG
Vox Seeker No Common,100.0,vox seeker no common,DMPG
Alchemy Jug No Uncommon,100.0,alchemy jug no uncommon,DMPG
+1 All-Purpose Tool Yes (artificer) Uncommon,1500.0,all-purpose tool yes artificer uncommon +1,DMPG
+1 Arcane Grimoire Yes (wizard) Uncommon,425.0,arcane grimoire yes wizard uncommon +1,DMPG
Bag of Holding No Uncommon,500.0,bag of holding no uncommon,DMPG
Bag of Tricks No Uncommon,350.0,bag of tricks no uncommon,DMPG
Balance of Harmony No Uncommon,200.0,balance of harmony no uncommon,DMPG
Balloon Pack No Uncommon,275.0,balloon pack no uncommon,DMPG
+1 Bloodwell Vial Yes (sorcerer) Uncommon,425.0,bloodwell vial yes sorcerer uncommon +1,DMPG
Brooch of Living Essence Yes Uncommon,250.0,brooch of living essence yes uncommon,DMPG
Broom of Flying No Uncommon,4500.0,broom of flying no uncommon,DMPG
Cursed Luckstone Yes Uncommon,250.0,cursed luckstone yes uncommon,DMPG
Decanter of Endless Water No Uncommon,300.0,decanter of endless water no uncommon,DMPG
Deck of Illusions No Uncommon,450.0,deck of illusions no uncommon,DMPG
Driftglobe No Uncommon,100.0,driftglobe no uncommon,DMPG
Dust of Deliciousness No Uncommon,150.0,dust of deliciousness no uncommon,DMPG
Dust of Disappearance No Uncommon,200.0,dust of disappearance no uncommon,DMPG
Dust of Dryness No Uncommon,350.0,dust of dryness no uncommon,DMPG
Dust of Sneezing and Choking No Uncommon,150.0,dust of sneezing and choking no uncommon,DMPG
Earworm Yes Uncommon,225.0,earworm yes uncommon,DMPG
Elemental Gem No Uncommon,250.0,elemental gem no uncommon,DMPG
Eversmoking Bottle No Uncommon,270.0,eversmoking bottle no uncommon,DMPG
Feywild Shard Yes (sorcerer) Uncommon,250.0,feywild shard yes sorcerer uncommon,DMPG
Figurine of Wondrous Power (Silver Raven) No Uncommon,380.0,figurine of wondrous power silver raven no uncommon,DMPG
Gem of Brightness No Uncommon,250.0,gem of brightness no uncommon,DMPG
Guardian Emblem Yes (cleric/paladin) Uncommon,300.0,guardian emblem yes cleric/paladin uncommon,DMPG
Guild Charms No Uncommon,450.0,guild charms no uncommon,DMPG
Infernal Puzzle Box No Uncommon,3500.0,infernal puzzle box no uncommon,DMPG
Insignia of Claws No Uncommon,450.0,insignia of claws no uncommon,DMPG
Instrument of the Bards (Doss Lute) Yes (bard) Uncommon,250.0,instrument of the bards doss lute yes bard uncommon,DMPG
Instrument of the Bards (Fochlucan Bandore) Yes (bard) Uncommon,350.0,instrument of the bards fochlucan bandore yes bard uncommon,DMPG
Instrument of the Bards (Mac-Fuimidh Cittern) Yes (bard) Uncommon,450.0,instrument of the bards mac-fuimidh cittern yes bard uncommon,DMPG
Keoghtom's Ointment No Uncommon,400.0,keoghtoms ointment no uncommon,DMPG
Lantern of Revealing No Uncommon,500.0,lantern of revealing no uncommon,DMPG
Night Caller No Uncommon,350.0,night caller no uncommon,DMPG
Paper Bird No Uncommon,350.0,paper bird no uncommon,DMPG
Pearl of Power Yes (spellcaster) Uncommon,400.0,pearl of power yes spellcaster uncommon,DMPG
Pipes of Haunting No Uncommon,300.0,pipes of haunting no uncommon,DMPG
Pipes of the Sewers Yes Uncommon,150.0,pipes of the sewers yes uncommon,DMPG
Psi Crystal Yes (Intelligence 3+) Uncommon,500.0,psi crystal yes intelligence 3+ uncommon,DMPG
Pyroconverger Yes Uncommon,250.0,pyroconverger yes uncommon,DMPG
Quiver of Ehlonna No Uncommon,250.0,quiver of ehlonna no uncommon,DMPG
Rakdos Keyrune Yes (special) Uncommon,400.0,rakdos keyrune yes special uncommon,DMPG
+1 Rhythm-Maker's Drum Yes (bard) Uncommon,425.0,rhythm-makers drum yes bard uncommon +1,DMPG
Rope of Climbing No Uncommon,350.0,rope of climbing no uncommon,DMPG
Saddle of the Cavalier No Uncommon,250.0,saddle of the cavalier no uncommon,DMPG
Sending Stones No Uncommon,500.0,sending stones no uncommon,DMPG
Simic Keyrune Yes (special) Uncommon,500.0,simic keyrune yes special uncommon,DMPG
Smokepowder No Uncommon,325.0,smokepowder no uncommon,DMPG
Soul Coin No Uncommon,250.0,soul coin no uncommon,DMPG
Stone of Good Luck Yes Uncommon,400.0,stone of good luck yes uncommon,DMPG
Stone of Ill Luck Yes Uncommon,400.0,stone of ill luck yes uncommon,DMPG
Wheel of Wind and Water No Uncommon,350.0,wheel of wind and water no uncommon,DMPG
Wind Fan No Uncommon,150.0,wind fan no uncommon,DMPG
Alchemical Compendium Yes (wizard) Rare,3000.0,alchemical compendium yes wizard rare,DMPG
+2 All-Purpose Tool Yes (artificer) Rare,4500.0,all-purpose tool yes artificer rare +2,DMPG
Astral Shard Yes (sorcerer) Rare,4200.0,astral shard yes sorcerer rare,DMPG
+2 Arcane Grimoire Yes (wizard) Rare,4250.0,arcane grimoire yes wizard rare +2,DMPG
Astromancy Archive Yes (wizard) Rare,3300.0,astromancy archive yes wizard rare,DMPG
Atlas of Endless Horizons Yes (wizard) Rare,3750.0,atlas of endless horizons yes wizard rare,DMPG
Azorius Keyrune Yes (special) Rare,1000.0,azorius keyrune yes special rare,DMPG
Badge of the Watch Yes (special) Rare,3250.0,badge of the watch yes special rare,DMPG
Bag of Beans No Rare,4200.0,bag of beans no rare,DMPG
Banner of the Krig Rune Yes Rare,4400.0,banner of the krig rune yes rare,DMPG
Bead of Force No Rare,3000.0,bead of force no rare,DMPG
Bell Branch Yes (druid/warlock) Rare,750.0,bell branch yes druid/warlock rare,DMPG
Blod Stone Yes Rare,6500.0,blod stone yes rare,DMPG
+2 Bloodwell Vial Yes (sorcerer) Rare,4250.0,bloodwell vial yes sorcerer rare +2,DMPG
Boros Keyrune Yes (special) Rare,3500.0,boros keyrune yes special rare,DMPG
Bowl of Commanding Water Elementals No Rare,4700.0,bowl of commanding water elementals no rare,DMPG
Brazier of Commanding Fire Elementals No Rare,4700.0,brazier of commanding fire elementals no rare,DMPG
Cauldron of Plenty No Rare,3500.0,cauldron of plenty no rare,DMPG
Censer of Controlling Air Elementals No Rare,4700.0,censer of controlling air elementals no rare,DMPG
Chime of Opening No Rare,3000.0,chime of opening no rare,DMPG
Claw of the Wyrm Rune Yes Rare,4400.0,claw of the wyrm rune yes rare,DMPG
Cube of Force Yes Rare,5000.0,cube of force yes rare,DMPG
Daern's Instant Fortress No Rare,5000.0,daerns instant fortress no rare,DMPG
Dimensional Shackles No Rare,2800.0,dimensional shackles no rare,DMPG
Docent Yes (warforged) Rare,4500.0,docent yes warforged rare,DMPG
Duplicitous Manuscript Yes (wizard) Rare,3000.0,duplicitous manuscript yes wizard rare,DMPG
Eagle Whistle No Rare,600.0,eagle whistle no rare,DMPG
Elemental Essence Shard Yes (sorcerer) Rare,3500.0,elemental essence shard yes sorcerer rare,DMPG
Far Realm Shard Yes (sorcerer) Rare,2500.0,far realm shard yes sorcerer rare,DMPG
Feather of Diatryma Summoning Yes Rare,600.0,feather of diatryma summoning yes rare,DMPG
Figurine of Wondrous Power (Bronze Griffon) No Rare,3600.0,figurine of wondrous power bronze griffon no rare,DMPG
Figurine of Wondrous Power (Ebony Fly) No Rare,3600.0,figurine of wondrous power ebony fly no rare,DMPG
Figurine of Wondrous Power (Golden Lions) No Rare,5000.0,figurine of wondrous power golden lions no rare,DMPG
Figurine of Wondrous Power (Ivory Goats) No Rare,5000.0,figurine of wondrous power ivory goats no rare,DMPG
Figurine of Wondrous Power (Marble Elephant) No Rare,5000.0,figurine of wondrous power marble elephant no rare,DMPG
Figurine of Wondrous Power (Onyx Dog) No Rare,3200.0,figurine of wondrous power onyx dog no rare,DMPG
Figurine of Wondrous Power (Serpentine Owl) No Rare,3000.0,figurine of wondrous power serpentine owl no rare,DMPG
Flying Chariot No Rare,4750.0,flying chariot no rare,DMPG
Folding Boat No Rare,4750.0,folding boat no rare,DMPG
Fulminating Treatise Yes (wizard) Rare,4000.0,fulminating treatise yes wizard rare,DMPG
Gavel of the Venn Rune Yes Rare,2800.0,gavel of the venn rune yes rare,DMPG
Gem of Seeing Yes Rare,5000.0,gem of seeing yes rare,DMPG
Ghost Lantern Yes Rare,1750.0,ghost lantern yes rare,DMPG
Gruul Keyrune Yes (special) Rare,2800.0,gruul keyrune yes special rare,DMPG
Heart Weaver's Primer Yes Rare,3000.0,heart weavers primer yes rare,DMPG
Heward's Handy Haversack No Rare,2000.0,hewards handy haversack no rare,DMPG
Hook of Fisher's Delight No Rare,550.0,hook of fishers delight no rare,DMPG
Horn of Blasting No Rare,2500.0,horn of blasting no rare,DMPG
Horn of Valhalla (Silver/Brass) No Rare,5000.0,horn of valhalla silver/brass no rare,DMPG
Horseshoes of Speed No Rare,3000.0,horseshoes of speed no rare,DMPG
Instrument of the Bards (Canaith Mandolin) Yes (bard) Rare,3750.0,instrument of the bards canaith mandolin yes bard rare,DMPG
Instrument of the Bards (Cli Lyre) Yes (bard) Rare,4250.0,instrument of the bards cli lyre yes bard rare,DMPG
Iron Bands of Bilarro No Rare,2600.0,iron bands of bilarro no rare,DMPG
Izzet Keyrune Yes (special) Rare,1850.0,izzet keyrune yes special rare,DMPG
Libram of Souls and Flesh Yes (wizard) Rare,4200.0,libram of souls and flesh yes wizard rare,DMPG
Loadstone No Rare,150.0,loadstone no rare,DMPG
Lyre of Building Yes (bard) Rare,4750.0,lyre of building yes bard rare,DMPG
Mirror of the Past No Rare,3800.0,mirror of the past no rare,DMPG
Mizzium Mortar No Rare,2100.0,mizzium mortar no rare,DMPG
Opal of the Ild Rune Yes Rare,3500.0,opal of the ild rune yes rare,DMPG
Orb of the Stein Rune Yes Rare,2700.0,orb of the stein rune yes rare,DMPG
Orzhov Keyrune Yes (special) Rare,1100.0,orzhov keyrune yes special rare,DMPG
Outer Essence Shard Yes (sorcerer) Rare,2000.0,outer essence shard yes sorcerer rare,DMPG
Planecaller's Codex Yes (wizard) Rare,3500.0,planecallers codex yes wizard rare,DMPG
Portable Hole No Rare,5000.0,portable hole no rare,DMPG
Professor Orb No Rare,4000.0,professor orb no rare,DMPG
Protective Verses Yes (wizard) Rare,3500.0,protective verses yes wizard rare,DMPG
Quaal's Feather Token No Rare,1000.0,quaals feather token no rare,DMPG
Reveler's Concertina Yes (bard) Rare,4250.0,revelers concertina yes bard rare,DMPG
+2 Rhythm-Maker's Drum Yes (bard) Rare,4250.0,rhythm-makers drum yes bard rare +2,DMPG
Rope of Entanglement No Rare,1000.0,rope of entanglement no rare,DMPG
Selesnya Keyrune Yes (special) Rare,1500.0,selesnya keyrune yes special rare,DMPG
Shadowfell Shard Yes (sorcerer) Rare,600.0,shadowfell shard yes sorcerer rare,DMPG
Siren Song Lyre Yes Rare,650.0,siren song lyre yes rare,DMPG
Stone of Controlling Earth Elementals No Rare,4700.0,stone of controlling earth elementals no rare,DMPG
Stonespeaker Crystal Yes Rare,4600.0,stonespeaker crystal yes rare,DMPG
Ventilating Lungs Yes Rare,1000.0,ventilating lungs yes rare,DMPG
Weird Tank Yes Rare,2200.0,weird tank yes rare,DMPG
Abracadadabrus No Very Rare,2500.0,abracadadabrus no very rare,DMPG
+3 All-Purpose Tool Yes (artificer) Very Rare,16000.0,all-purpose tool yes artificer very rare +3,DMPG
Arcane Cannon No Very Rare,6500.0,arcane cannon no very rare,DMPG
+3 Arcane Grimoire Yes (wizard) Very Rare,14500.0,arcane grimoire yes wizard very rare +3,DMPG
Bag of Devouring No Very Rare,12000.0,bag of devouring no very rare,DMPG
Battle Standard of Infernal Power Yes Very Rare,6000.0,battle standard of infernal power yes very rare,DMPG
+3 Bloodwell Vial Yes (sorcerer) Very Rare,14500.0,bloodwell vial yes sorcerer very rare +3,DMPG
Candle of Invocation Yes Very Rare,8400.0,candle of invocation yes very rare,DMPG
Carpet of Flying No Very Rare,44000.0,carpet of flying no very rare,DMPG
Cauldron of Rebirth Yes (druid/warlock) Very Rare,10000.0,cauldron of rebirth yes druid/warlock very rare,DMPG
Chronolometer Yes Very Rare,12500.0,chronolometer yes very rare,DMPG
Conch of Teleportation Yes Very Rare,1850.0,conch of teleportation yes very rare,DMPG
Crystal Ball Yes Very Rare,42000.0,crystal ball yes very rare,DMPG
Crystalline Chronicle Yes (wizard) Very Rare,6500.0,crystalline chronicle yes wizard very rare,DMPG
Devastation Orb (Air) No Very Rare,8000.0,devastation orb air no very rare,DMPG
Devastation Orb (Earth) No Very Rare,11000.0,devastation orb earth no very rare,DMPG
Devastation Orb (Fire) No Very Rare,9500.0,devastation orb fire no very rare,DMPG
Devastation Orb (Water) No Very Rare,9500.0,devastation orb water no very rare,DMPG
Dimensional Loop Yes Very Rare,6000.0,dimensional loop yes very rare,DMPG
Dimir Keyrune Yes (special) Very Rare,26000.0,dimir keyrune yes special very rare,DMPG
Dispelling Stone No Very Rare,7000.0,dispelling stone no very rare,DMPG
Efreeti Bottle No Very Rare,45000.0,efreeti bottle no very rare,DMPG
Far Gear Yes Very Rare,7500.0,far gear yes very rare,DMPG
Figurine of Wondrous Power (Obsidian Steed) No Very Rare,28500.0,figurine of wondrous power obsidian steed no very rare,DMPG
Golgari Keyrune Yes (special) Very Rare,7500.0,golgari keyrune yes special very rare,DMPG
Horn of Valhalla (Bronze) No Very Rare,20000.0,horn of valhalla bronze no very rare,DMPG
Horseshoes of a Zephyr No Very Rare,6000.0,horseshoes of a zephyr no very rare,DMPG
Ingot of the Skold Rune Yes Very Rare,15000.0,ingot of the skold rune yes very rare,DMPG
Instrument of the Bards (Anstruth Harp) Yes (bard) Very Rare,17500.0,instrument of the bards anstruth harp yes bard very rare,DMPG
Kyrzin's Ooze Yes Very Rare,21000.0,kyrzins ooze yes very rare,DMPG
Manual of Bodily Health No Very Rare,36000.0,manual of bodily health no very rare,DMPG
Manual of Gainful Exercise No Very Rare,36000.0,manual of gainful exercise no very rare,DMPG
Manual of Golems No Very Rare,22000.0,manual of golems no very rare,DMPG
Manual of Quickness of Action No Very Rare,36000.0,manual of quickness of action no very rare,DMPG
Mirror of Life Trapping No Very Rare,50000.0,mirror of life trapping no very rare,DMPG
Navigation Orb Yes Very Rare,27000.0,navigation orb yes very rare,DMPG
Nolzur's Marvelous Pigments No Very Rare,16000.0,nolzurs marvelous pigments no very rare,DMPG
Orb of the Veil Yes Very Rare,31000.0,orb of the veil yes very rare,DMPG
Pennant of the Vind Rune Yes Very Rare,13000.0,pennant of the vind rune yes very rare,DMPG
Reincarnation Dust No Very Rare,3500.0,reincarnation dust no very rare,DMPG
+3 Rhythm-Maker's Drum Yes (bard) Very Rare,14500.0,rhythm-makers drum yes bard very rare +3,DMPG
Rotor of Return Yes Very Rare,2500.0,rotor of return yes very rare,DMPG
Shard of the Ise Rune Yes Very Rare,9000.0,shard of the ise rune yes very rare,DMPG
Speaking Stone No Very Rare,5000.0,speaking stone no very rare,DMPG
Timepiece of Travel Yes Very Rare,8000.0,timepiece of travel yes very rare,DMPG
Tome of Clear Thought No Very Rare,36000.0,tome of clear thought no very rare,DMPG
Tome of Leadership and Influence No Very Rare,36000.0,tome of leadership and influence no very rare,DMPG
Wheel of Stars Yes Very Rare,6500.0,wheel of stars yes very rare,DMPG
Tome of Understanding No Very Rare,36000.0,tome of understanding no very rare,DMPG
Apparatus of Kwalish No Legendary,90000.0,apparatus of kwalish no legendary,DMPG
Crystal Ball of Mind Reading Yes Legendary,51000.0,crystal ball of mind reading yes legendary,DMPG
Crystal Ball of Telepathy Yes Legendary,70000.0,crystal ball of telepathy yes legendary,DMPG
Crystal Ball of True Seeing Yes Legendary,80000.0,crystal ball of true seeing yes legendary,DMPG
Cubic Gate No Legendary,164000.0,cubic gate no legendary,DMPG
Deck of Many Things No Legendary,200000.0,deck of many things no legendary,DMPG
Horn of Valhalla (Iron) No Legendary,50000.0,horn of valhalla iron no legendary,DMPG
Icon of Ravenloft Yes (good) Legendary,50500.0,icon of ravenloft yes good legendary,DMPG
Infernal Tack Yes (evil) Legendary,8000.0,infernal tack yes evil legendary,DMPG
Instrument of the Bards (Ollamh Harp) Yes (bard) Legendary,51000.0,instrument of the bards ollamh harp yes bard legendary,DMPG
Iron Flask No Legendary,170000.0,iron flask no legendary,DMPG
Luxon Beacon No Legendary,35000.0,luxon beacon no legendary,DMPG
Nightfall Pearl Yes Legendary,51000.0,nightfall pearl yes legendary,DMPG
Pyxis of Pandemonium No Legendary,25000.0,pyxis of pandemonium no legendary,DMPG
Sovereign Glue No Legendary,5000.0,sovereign glue no legendary,DMPG
Spell Bottle Yes Legendary,75000.0,spell bottle yes legendary,DMPG
Sphere of Annihilation No Legendary,200000.0,sphere of annihilation no legendary,DMPG
Talisman of Pure Good Yes (good) Legendary,125000.0,talisman of pure good yes good legendary,DMPG
Talisman of the Sphere Yes Legendary,75000.0,talisman of the sphere yes legendary,DMPG
Talisman of Ultimate Evil Yes (evil) Legendary,125000.0,talisman of ultimate evil yes evil legendary,DMPG
Tome of the Stilled Tongue Yes (wizard) Legendary,60000.0,tome of the stilled tongue yes wizard legendary,DMPG
Universal Solvent No Legendary,5000.0,universal solvent no legendary,DMPG
Well of Many Worlds No Legendary,90000.0,well of many worlds no legendary,DMPG
Ythryn Mythallar Yes (spellcaster) Legendary,200000.0,ythryn mythallar yes spellcaster legendary,DMPG
Illuminator's Tattoo Yes Common,65.0,illuminators tattoo yes common,DMPG
Masquerade Tattoo Yes Common,75.0,masquerade tattoo yes common,DMPG
Barrier Tattoo (Uncommon) Yes Uncommon,200.0,barrier tattoo uncommon yes uncommon,DMPG
Coiling Grasp Tattoo Yes Uncommon,500.0,coiling grasp tattoo yes uncommon,DMPG
Eldritch Claw Tattoo Yes Uncommon,500.0,eldritch claw tattoo yes uncommon,DMPG
Barrier Tattoo (Rare) Yes Rare,1500.0,barrier tattoo rare yes rare,DMPG
Shadowfell Brand Tattoo Yes Rare,1100.0,shadowfell brand tattoo yes rare,DMPG
Absorbing Tattoo Yes Very Rare,8000.0,absorbing tattoo yes very rare,DMPG
Barrier Tattoo (Very Rare) Yes Very Rare,6000.0,barrier tattoo very rare yes very rare,DMPG
Ghost Step Tattoo Yes Very Rare,9000.0,ghost step tattoo yes very rare,DMPG
Lifewell Tattoo Yes Very Rare,5100.0,lifewell tattoo yes very rare,DMPG
Blood Fury Tattoo Yes Legendary,32000.0,blood fury tattoo yes legendary,DMPG
