item_name,price_gp,normalized_name,source
Enspelled Armor (4th),12150.0,enspelled armor 4th,MSRP
Enspelled Armor (5th),17010.0,enspelled armor 5th,MSRP
Enspelled Staff (4th),12151.0,enspelled staff 4th,MSRP
Enspelled Staff (5th),17011.0,enspelled staff 5th,MSRP
Enspelled Weapon (4th),12150.0,enspelled weapon 4th,MSRP
Enspelled Weapon (5th),17010.0,enspelled weapon 5th,MSRP
Executioner's Axe,3465.0,executioners axe,MSRP
"Figurine of Wondrous Power, Steed",8316.0,figurine of wondrous power steed,MSRP
Frost Brand,14143.0,frost brand,MSRP
Ghost Step Tattoo,3240.0,ghost step tattoo,MSRP
Hat of Many Spells,21000.0,hat of many spells,MSRP
Helm of Brilliance,125850.0,helm of brilliance,MSRP
"Horn of Valhalla, Bronze",38115.0,horn of valhalla bronze,MSRP
Horseshoes of a Zephyr,5940.0,horseshoes of a zephyr,MSRP
"Instrument of the Bards, Anstruth Harp",42840.0,instrument of the bards anstruth harp,MSRP
"Ioun Stone, Absorption",6750.0,ioun stone absorption,MSRP
"Ioun Stone, Agility",1890.0,ioun stone agility,MSRP
"Ioun Stone, Fortitude",1890.0,ioun stone fortitude,MSRP
"Ioun Stone, Insight",1890.0,ioun stone insight,MSRP
"Ioun Stone, Intellect",1890.0,ioun stone intellect,MSRP
"Ioun Stone, Leadership",1890.0,ioun stone leadership,MSRP
"Ioun Stone, Strength",1890.0,ioun stone strength,MSRP
Lifewell Tattoo,18900.0,lifewell tattoo,MSRP
Lute of Thunderous Thumping,11550.0,lute of thunderous thumping,MSRP
Manual of Bodily Health,43659.0,manual of bodily health,MSRP
Manual of Gainful Exercise,43659.0,manual of gainful exercise,MSRP
"Manual of Golems, Clay",16335.0,manual of golems clay,MSRP
"Manual of Golems, Flesh",6237.0,manual of golems flesh,MSRP
"Manual of Golems, Iron",27225.0,manual of golems iron,MSRP
"Manual of Golems, Stone",21780.0,manual of golems stone,MSRP
Manual of Quickness of Action,43659.0,manual of quickness of action,MSRP
Mirror of Life Trapping,20790.0,mirror of life trapping,MSRP
Nine Lives Stealer,40950.0,nine lives stealer,MSRP
Nolzur's Marvelous Pigments,14850.0,nolzurs marvelous pigments,MSRP
Oathbow,6471.0,oathbow,MSRP
Oil of Sharpness,2772.0,oil of sharpness,MSRP
Potion of Flying,1485.0,potion of flying,MSRP
"Potion of Giant Strength, Cloud",37422.0,potion of giant strength cloud,MSRP
Potion of Greater Invisibility,3564.0,potion of greater invisibility,MSRP
Potion of Invisibility,990.0,potion of invisibility,MSRP
Potion of Longevity,5445.0,potion of longevity,MSRP
Potion of Speed,1485.0,potion of speed,MSRP
Potion of Supreme Healing,1061.0,potion of supreme healing,MSRP
Potion of Vitality,2772.0,potion of vitality,MSRP
Quarterstaff of the Acrobat,12420.0,quarterstaff of the acrobat,MSRP
Ring of Regeneration,32400.0,ring of regeneration,MSRP
Ring of Shooting Stars,5276.0,ring of shooting stars,MSRP
Ring of Telekinesis,18900.0,ring of telekinesis,MSRP
Robe of Scintillating Colors,6750.0,robe of scintillating colors,MSRP
Robe of Stars,19710.0,robe of stars,MSRP
Rod of Absorption,43650.0,rod of absorption,MSRP
Rod of Alertness,16200.0,rod of alertness,MSRP
Rod of Security,22275.0,rod of security,MSRP
Scimitar of Speed,9900.0,scimitar of speed,MSRP
Shield of the Cavalier,15518.0,shield of the cavalier,MSRP
"Spell Scroll, 6th",2772.0,spell scroll 6th,MSRP
"Spell Scroll, 7th",3564.0,spell scroll 7th,MSRP
"Spell Scroll, 8th",4455.0,spell scroll 8th,MSRP
Spellguard Shield,25200.0,spellguard shield,MSRP
Spirit Board,13167.0,spirit board,MSRP
Staff of Fire,20970.0,staff of fire,MSRP
Staff of Frost,27540.0,staff of frost,MSRP
Staff of Power,39060.0,staff of power,MSRP
Staff of Striking,9429.0,staff of striking,MSRP
Staff of Thunder and Lightning,12630.0,staff of thunder and lightning,MSRP
Sword of Sharpness,2785.0,sword of sharpness,MSRP
Thunderous Greatclub,42257.0,thunderous greatclub,MSRP
Tome of Clear Thought,43659.0,tome of clear thought,MSRP
Tome of Leadership and Influence,43659.0,tome of leadership and influence,MSRP
Tome of Understanding,43659.0,tome of understanding,MSRP
Wand of Polymorph,13500.0,wand of polymorph,MSRP
