name,source,old,new,pct,bucket,evidence
Steward's Seal,Dungeons of Drakkenheim,24796.57,3949.71,84.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Brass Knuckles,Frontiers of Eberron: Quickstone,970.82,1781.8,83.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Chakram,Frontiers of Eberron: Quickstone,970.82,1781.8,83.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Parrying Dagger,Frontiers of Eberron: Quickstone,970.82,1781.8,83.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Punching Dagger,Frontiers of Eberron: Quickstone,970.82,1781.8,83.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Visionary's Cloak,"Flee, Mortals! The MCDM Monster Book",11863.43,21753.32,83.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scythe of the Harvest Terror (Legendary),The Crooked Moon,44577.66,81228.85,82.22,intended-913/q7b,family-min weapon_bonus=3 type=M
Babble Pipes,One-Shot Wonders: Holiday Adventure Pack,1141.01,2052.15,79.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Metronome Drum,One-Shot Wonders: Holiday Adventure Pack,1141.01,2052.15,79.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Helm of Patron Saints,Dungeons of Drakkenheim,29215.83,5948.58,79.64,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragongleam,Hoard of the Dragon Queen,9580.35,1954.12,79.6,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of the Mindmaster Matriarch,The Griffon's Saddlebag: Book Two,15423.67,3149.41,79.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battleaxe Time Splitter (uncommon),Heliana's Guide to Monster Hunting,7711.16,1587.59,79.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boarding Axe Time Splitter (uncommon),Heliana's Guide to Monster Hunting,7579.4,1560.46,79.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greataxe Time Splitter (uncommon),Heliana's Guide to Monster Hunting,8254.33,1699.42,79.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handaxe Time Splitter (uncommon),Heliana's Guide to Monster Hunting,7106.83,1463.17,79.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Frefil's Jolly Oozebean Sugarbombs,The Griffon's Saddlebag: Book One,802.87,1438.44,79.16,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Chancellor's Crest,Dungeons of Drakkenheim,18400.58,3886.71,78.88,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Quickstone Whisperer,Frontiers of Eberron: Quickstone,4249.14,903.59,78.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Portfolio Keeper,Acquisitions Incorporated,12750.0,2750.0,78.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Covolt Dagger,The Griffon's Saddlebag: Book Two,4004.38,883.96,77.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Occultant Abacus,Acquisitions Incorporated,3465.0,765.0,77.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Padded Armor,The Griffon's Saddlebag: Book Two,2169.0,484.71,77.65,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Leather Armor,The Griffon's Saddlebag: Book Two,2170.5,486.21,77.6,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Hide Armor,The Griffon's Saddlebag: Book Two,2221.77,498.91,77.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Spiked Armor,The Griffon's Saddlebag: Book Two,2321.31,521.31,77.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Studded Leather Armor,The Griffon's Saddlebag: Book Two,2221.77,498.91,77.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mask of the Maestro,Grim Hollow: Campaign Guide (2024/Transformed),2832.87,643.01,77.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Returning Club of the Sun And Moon,Obojima: Tales from the Tall Grass,15426.6,3510.41,77.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Ring Mail,The Griffon's Saddlebag: Book Two,2330.31,530.31,77.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crusader's Shortsword,Curse of Strahd,3269.33,747.07,77.15,intended-913/q7b,family-min weapon_bonus=1 type=M
Sagittarian Chain Shirt,The Griffon's Saddlebag: Book Two,2285.04,523.61,77.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Scale Mail,The Griffon's Saddlebag: Book Two,2336.31,536.31,77.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sword of the Crimson Abbot (Rare),The Crooked Moon,9264.93,2128.64,77.02,intended-913/q7b,family-min weapon_bonus=1 type=M
Harper Pin,Forgotten Realms: Adventures in Faerûn,3915.13,903.59,76.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wakened Dragon-Touched Focus,Fizban's Treasury of Dragons,41153.95,9503.9,76.91,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Chain Mail,The Griffon's Saddlebag: Book Two,2446.35,569.21,76.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Repeater Needler of the Sun And Moon,Obojima: Tales from the Tall Grass,15300.0,3600.0,76.47,intended-913/q7b,name pattern Repeater Needler
Bellow Flute of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blowgun of the Sun And Moon,Obojima: Tales from the Tall Grass,15043.44,3558.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boomerang of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Brass Knuckles of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Butterfly Staff of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Catchpole of the Sun And Moon,Obojima: Tales from the Tall Grass,15082.56,3567.71,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Chakram of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Club of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Composite Shortbow of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dagger of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dart of the Sun And Moon,Obojima: Tales from the Tall Grass,14294.76,3380.35,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double Blade of the Sun And Moon,Obojima: Tales from the Tall Grass,15082.56,3567.71,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double Spear of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fan of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Field Spear of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fighting Chain of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Fighting Chain, Brutal of the Sun And Moon",Obojima: Tales from the Tall Grass,15130.51,3579.12,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Fighting Chain, Hook of the Sun And Moon",Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Fighting Chain, Sickle of the Sun And Moon",Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Frying Pan of the Sun And Moon,Obojima: Tales from the Tall Grass,15130.51,3579.12,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gladiator Net of the Sun And Moon,Obojima: Tales from the Tall Grass,15082.56,3567.71,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hand Claws of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hand Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handaxe of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hooked Shortspear of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hoopak of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Javelin of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Light Hammer of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lom Lom Dagger of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mace of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Nakudama Bubble Rod of the Sun And Moon,Obojima: Tales from the Tall Grass,15043.44,3558.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Parrying Dagger of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Punch Knife of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Punching Dagger of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Quarterstaff of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Repeater Crossbow, Hand of the Sun And Moon",Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scimitar of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Secret Stone Sword of the Sun And Moon,Obojima: Tales from the Tall Grass,14659.32,3467.05,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sheathed Staff of the Sun And Moon,Obojima: Tales from the Tall Grass,15130.51,3579.12,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shepherd Crook of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shortbow of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shortsword of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shovel of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sickle of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Side-handle Baton of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sling of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spear of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tapper Sack of the Sun And Moon,Obojima: Tales from the Tall Grass,15082.56,3567.71,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Trident of the Sun And Moon,Obojima: Tales from the Tall Grass,15023.88,3553.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Twinshot Hand Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15082.56,3567.71,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Umbrella of the Sun And Moon,Obojima: Tales from the Tall Grass,14841.6,3510.41,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Whip of the Sun And Moon,Obojima: Tales from the Tall Grass,14948.23,3535.76,76.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Arbalest of the Sun And Moon,Obojima: Tales from the Tall Grass,16215.35,3837.13,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battleaxe of the Sun And Moon,Obojima: Tales from the Tall Grass,15408.0,3645.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blackpowder Pistol of the Sun And Moon,Obojima: Tales from the Tall Grass,15408.0,3645.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blackpowder Rifle of the Sun And Moon,Obojima: Tales from the Tall Grass,16033.07,3793.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blunderbuss of the Sun And Moon,Obojima: Tales from the Tall Grass,16033.07,3793.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Blunderbuss, Hand of the Sun And Moon",Obojima: Tales from the Tall Grass,15408.0,3645.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boarding Axe of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boat Oar of the Sun And Moon,Obojima: Tales from the Tall Grass,15590.27,3688.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Candlemaker's Club of the Sun And Moon,Obojima: Tales from the Tall Grass,16033.07,3793.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cavalry Flail of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cavalry Hammer of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cavalry Pick of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Claymore of the Sun And Moon,Obojima: Tales from the Tall Grass,15939.28,3771.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Composite Longbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dandelion Spear of the Sun And Moon,Obojima: Tales from the Tall Grass,15514.62,3670.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double-Bladed Scimitar of the Sun And Moon,Obojima: Tales from the Tall Grass,15514.62,3670.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Pistol of the Sun And Moon,Obojima: Tales from the Tall Grass,15408.0,3645.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Rifle of the Sun And Moon,Obojima: Tales from the Tall Grass,15792.11,3736.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Elite Rapier of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flail of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flame Bellows of the Sun And Moon,Obojima: Tales from the Tall Grass,16058.14,3799.74,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Glaive of the Sun And Moon,Obojima: Tales from the Tall Grass,15514.62,3670.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greataxe of the Sun And Moon,Obojima: Tales from the Tall Grass,15939.28,3771.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greatclub of the Sun And Moon,Obojima: Tales from the Tall Grass,15648.96,3702.42,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greatsword of the Sun And Moon,Obojima: Tales from the Tall Grass,15898.74,3761.83,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Guardian Poleaxe of the Sun And Moon,Obojima: Tales from the Tall Grass,15621.25,3695.83,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Halberd of the Sun And Moon,Obojima: Tales from the Tall Grass,15514.62,3670.47,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Heavy Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15803.53,3739.18,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Iron Tea Kettle of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Knightly Lance of the Sun And Moon,Obojima: Tales from the Tall Grass,15898.74,3761.83,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Knightly Sword of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lance of the Sun And Moon,Obojima: Tales from the Tall Grass,15898.74,3761.83,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Light Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15466.68,3659.07,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Light Repeating Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15466.68,3659.07,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longsword of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Maul of the Sun And Moon,Obojima: Tales from the Tall Grass,16033.07,3793.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Military Fork of the Sun And Moon,Obojima: Tales from the Tall Grass,15974.39,3779.82,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Morningstar of the Sun And Moon,Obojima: Tales from the Tall Grass,15408.0,3645.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Musket of the Sun And Moon,Obojima: Tales from the Tall Grass,16033.07,3793.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Net of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pike of the Sun And Moon,Obojima: Tales from the Tall Grass,15803.53,3739.18,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pistol of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Polearm of the Sun And Moon,Obojima: Tales from the Tall Grass,16081.02,3805.18,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rapier of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Repeater Crossbow of the Sun And Moon,Obojima: Tales from the Tall Grass,15555.16,3680.11,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Repeater Crossbow, Heavy of the Sun And Moon",Obojima: Tales from the Tall Grass,15831.23,3745.77,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Repeater Slinger of the Sun And Moon,Obojima: Tales from the Tall Grass,15621.25,3695.83,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sabre of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Steel Jaws of the Sun And Moon,Obojima: Tales from the Tall Grass,15609.83,3693.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Vaulter's Axe of the Sun And Moon,Obojima: Tales from the Tall Grass,15755.58,3727.78,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
War Pick of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warhammer of the Sun And Moon,Obojima: Tales from the Tall Grass,15225.72,3601.76,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wrath Axe of the Sun And Moon,Obojima: Tales from the Tall Grass,16081.02,3805.18,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wrath Maul of the Sun And Moon,Obojima: Tales from the Tall Grass,16139.7,3819.14,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Yklwa of the Sun And Moon,Obojima: Tales from the Tall Grass,15332.34,3627.12,76.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Drive Shaft of the Sun And Moon,Obojima: Tales from the Tall Grass,16599.47,3928.49,76.33,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dry Spell,Frontiers of Eberron: Quickstone,5231.97,1249.08,76.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Detective's Notebook,The Griffon's Saddlebag: Book Two,3754.87,903.59,75.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fortune's Flower,The Griffon's Saddlebag: Book Two,470.55,114.4,75.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sagittarian Splint Armor,The Griffon's Saddlebag: Book Two,2535.12,619.4,75.57,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Midwife Shears,The Crooked Moon,15177.99,3886.71,74.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Houseward (Uncommon),Exploring Eberron (2024),12852.71,3333.89,74.06,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Trident of the Dryad,The Griffon's Saddlebag: Book One,1707.27,2963.09,73.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Starshot Hand Crossbow,The Book of Many Things,14936.26,3957.3,73.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Starshot Heavy Crossbow,The Book of Many Things,17415.67,4614.21,73.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Starshot Light Crossbow,The Book of Many Things,16529.4,4379.4,73.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Starshot Light Repeating Crossbow,The Book of Many Things,16529.4,4379.4,73.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadowscale Shroud,The Griffon's Saddlebag: Book Two,45252.77,78308.58,73.05,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eye of Starsight,Humblewood Tales,5029.0,8690.18,72.8,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
