name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price,ml_price,price_low,price_high,confidence,final_price,pre_anchor_final_price,official_anchor_tier,official_anchor_ratio,official_anchor_delta,is_consumable,is_outlier,is_extreme_outlier
Old masterpiece painting,XDMG,mundane,$A|XDMG,2500.0,none,https://5e.tools/items.html#old%20masterpiece%20painting_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$A|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,old masterpiece painting,,,,,,mundane,,,,0.0,0.0,2500.0,official,True,0,,official,,,,,,40.81281,2000.0,3000.0,High,2500.0,2500.0,exact_commodity_official_price,1.0,0.0,False,True,True
Olisuba Leaf,EGW,mundane,G,50.0,none,https://5e.tools/items.html#olisuba%20leaf_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,olisuba leaf,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,40.81281,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,False,False,False
Oloore Root Teabag,TalDoreiCampaignSettingReborn,uncommon,IDG|TalDoreiCampaignSettingReborn,100.0,none,https://5e.tools/items.html#oloore%20root%20teabag_taldoreicampaignsettingreborn,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],IDG|TalDoreiCampaignSettingReborn,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,oloore root teabag,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,,844.4279,592.19,888.29,High,740.2403317260743,811.3781463623047,high_disagreement_computed_heavy,7.5,-71.13781463623047,False,False,False
Onyx,XDMG,mundane,$G|XDMG,50.0,none,https://5e.tools/items.html#onyx_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,onyx,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,40.81281,40.0,60.0,High,50.0,50.0,exact_commodity_official_price,1.0,0.0,False,False,False
Opal,XDMG,mundane,$G|XDMG,1000.0,none,https://5e.tools/items.html#opal_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,opal,,,,,,mundane,,,,0.0,0.0,1000.0,official,True,0,,official,,,,,,40.81281,800.0,1200.0,High,1000.0,1000.0,exact_commodity_official_price,1.0,0.0,False,True,True
Oporion Glass,ObojimaTallGrass,common,Ingred,,none,https://5e.tools/items.html#oporion%20glass_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,oporion glass,,,,,,none,,,,0.0,0.0,100.0,rule,False,0,,rule,,,,,,129.03487,95.1,142.65,Low,118.87266311645509,118.87266311645509,no_official_price,,0.0,False,False,False
Opu Opu Spring Water,ObojimaTallGrass,uncommon,Ingred,,none,https://5e.tools/items.html#opu%20opu%20spring%20water_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,opu opu spring water,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,,844.4279,649.1,973.65,Low,811.3781463623047,811.3781463623047,no_official_price,,0.0,False,False,False
Orange Slime,ObojimaTallGrass,rare,Ingred,,none,https://5e.tools/items.html#orange%20slime_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,orange slime,,,,,,none,,,,0.0,0.0,4000.0,rule,False,0,,rule,,,,,,3268.106,2819.42,4229.12,Low,3524.2688720703127,3524.2688720703127,no_official_price,,0.0,False,False,False
Orb,XPHB,mundane,SCF|XPHB,20.0,none,https://5e.tools/items.html#orb_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],[],SCF|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,orb,,,,,,mundane,,,,0.0,0.0,20.0,official,True,0,,official,,,,,,50.084457,16.0,24.0,High,20.0,20.0,near_agreement_official_heavy,1.0,0.0,True,False,False
Order of the Gauntlet Trinket,FRHoF,mundane,G|XPHB,,none,https://5e.tools/items.html#order%20of%20the%20gauntlet%20trinket_frhof,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,order of the gauntlet trinket,,,,,,mundane,,,,0.0,0.0,1.0,rule,False,0,,rule,,,,,,40.81281,0.8,1.2,Low,1.0,1.0,no_official_price,,0.0,False,False,True
Origami Crane,ObojimaTallGrass,common,Ingred,,none,https://5e.tools/items.html#origami%20crane_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,origami crane,,,,,,none,,,,0.0,0.0,100.0,rule,False,0,,rule,,,,,,129.03487,95.1,142.65,Low,118.87266311645509,118.87266311645509,no_official_price,,0.0,False,False,False
Ota Lantern Oil,ObojimaTallGrass,rare,Ingred,,none,https://5e.tools/items.html#ota%20lantern%20oil_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,ota lantern oil,,,,,,none,,,,0.0,0.0,4000.0,rule,False,0,,rule,,,,,,3268.106,2819.42,4229.12,Low,3524.2688720703127,3524.2688720703127,no_official_price,,0.0,False,False,False
Oversized Longbow,WDH,mundane,R,,none,https://5e.tools/items.html#oversized%20longbow_wdh,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A', 'H', '2H']",R,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,oversized longbow,,,,,,mundane,,,,0.0,0.0,1.0,rule,False,0,,rule,,,,,,40.81281,0.8,1.2,Low,1.0,1.0,no_official_price,,0.0,False,False,True
Ox,XDMG,mundane,TG|XDMG,15.0,none,https://5e.tools/items.html#ox_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],TG|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,ox,,,,,,mundane,,,,0.0,0.0,15.0,official,True,0,,official,,,,,,40.81281,12.0,18.0,High,15.0,15.0,exact_commodity_official_price,1.0,0.0,False,False,False
Pack Saddle,PHB,mundane,TAH,5.0,none,https://5e.tools/items.html#pack%20saddle_phb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],TAH,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,pack saddle,,,,,,mundane,,,,0.0,0.0,5.0,official,True,0,,official,,,,,,40.81281,4.0,6.0,High,5.0,5.0,near_agreement_official_heavy,1.0,0.0,False,False,True
Padded Armor,XPHB,mundane,LA|XPHB,5.0,none,https://5e.tools/items.html#padded%20armor_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,True,,,,[],[],LA|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],['dexterity (stealth)'],[],False,,0.0,,0.0,0,0,False,0.0,padded armor,,,,,,mundane,,,,0.0,0.0,5.0,official,True,0,,official,,,,,,46.525715,4.0,6.0,High,5.0,5.0,near_agreement_official_heavy,1.0,0.0,False,False,True
Padded Barding,PHB,mundane,TAH,20.0,none,https://5e.tools/items.html#padded%20barding_phb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,11.0,,,,,,,False,False,True,,,,[],[],TAH,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,padded barding,,,,,,mundane,,,,0.0,0.0,20.0,official,True,0,,official,Barding,1.0,-0.7682480222553582,0.7695255933233925,,40.81281,16.0,24.0,High,20.0,20.0,near_agreement_official_heavy,1.0,0.0,False,False,False
Painted gold war mask,XDMG,mundane,$A|XDMG,750.0,none,https://5e.tools/items.html#painted%20gold%20war%20mask_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$A|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,painted gold war mask,,,,,,mundane,,,,0.0,0.0,750.0,official,True,0,,official,,,,,,40.81281,600.0,900.0,High,750.0,750.0,exact_commodity_official_price,1.0,0.0,False,True,True
Painter's Supplies,XPHB,mundane,AT|XPHB,10.0,none,https://5e.tools/items.html#painter's%20supplies_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],AT|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,10.0,0.0,,0.0,0,0,False,0.0,painters supplies,,,,,,mundane,,,,0.0,0.0,10.0,official,True,0,,official,,,,,,40.81281,8.0,12.0,High,10.0,10.0,near_agreement_official_heavy,1.0,0.0,False,False,False
Pair of engraved bone dice,XDMG,mundane,$A|XDMG,25.0,none,https://5e.tools/items.html#pair%20of%20engraved%20bone%20dice_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$A|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,pair of engraved bone dice,,,,,,mundane,,,,0.0,0.0,25.0,official,True,0,,official,,,,,,40.81281,20.0,30.0,High,25.0,25.0,exact_commodity_official_price,1.0,0.0,False,False,False
Pale Tincture,XDMG,mundane,G|XPHB,250.0,none,https://5e.tools/items.html#pale%20tincture_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,True,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0,pale tincture,,,,,,mundane,,,,0.0,0.0,250.0,official,True,0,,official,,,,,,40.81281,200.0,300.0,High,250.0,250.0,near_agreement_official_heavy,1.0,0.0,True,True,True
Pan Flute,XPHB,mundane,INS|XPHB,12.0,none,https://5e.tools/items.html#pan%20flute_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],INS|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,pan flute,,,,,,mundane,,,,0.0,0.0,12.0,official,True,0,,official,,,,,,82.138306,9.6,14.4,High,12.000000000000002,12.0,near_agreement_official_heavy,1.0,1.7763568394002505e-15,False,False,False
Paper,XPHB,mundane,G|XPHB,0.2,none,https://5e.tools/items.html#paper_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper,,,,,,mundane,,,,0.0,0.0,0.2,official,True,0,,official,,,,,,40.81281,0.16,0.24,High,0.2,0.2,near_agreement_official_heavy,1.0,2.7755575615628914e-17,False,False,True
Paper Cartridge Bullet,GrimHollowPG24,mundane,A|XPHB,0.15,none,https://5e.tools/items.html#paper%20cartridge%20bullet_grimhollowpg24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper cartridge bullet,,,,,,mundane,,,,0.0,0.0,0.15,official,True,0,,official,,,,,,13.492485,0.12,0.18,High,0.15,0.15,near_agreement_official_heavy,1.0,0.0,True,False,True
"Paper Cartridge Bullet, Armor-Piercing",GrimHollowPG24,mundane,A|XPHB,50.0,none,"https://5e.tools/items.html#paper%20cartridge%20bullet,%20armor-piercing_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper cartridge bullet armor-piercing,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,13.492485,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,True,False,False
"Paper Cartridge Bullet, Blessed",GrimHollowPG24,mundane,A|XPHB,50.0,none,"https://5e.tools/items.html#paper%20cartridge%20bullet,%20blessed_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper cartridge bullet blessed,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,13.492485,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,True,False,False
"Paper Cartridge Bullet, Brutal",GrimHollowPG24,mundane,A|XPHB,50.0,none,"https://5e.tools/items.html#paper%20cartridge%20bullet,%20brutal_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper cartridge bullet brutal,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,13.492485,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,True,False,False
"Paper Cartridge Bullet, Desecrated",GrimHollowPG24,mundane,A|XPHB,50.0,none,"https://5e.tools/items.html#paper%20cartridge%20bullet,%20desecrated_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,paper cartridge bullet desecrated,,,,,,mundane,,,,0.0,0.0,50.0,official,True,0,,official,,,,,,13.492485,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,True,False,False
"Paper Cartridge Bullet, Incendiary",GrimHollowPG24,mundane,A|XPHB,50.0,none,"https://5e.tools/items.html#paper%20cartridge%20bullet,%20incendiary_grimhollowpg24",,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,True,False,False,,,,[],[],A|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5,paper cartridge bullet incendiary,,,,,,mundane,,,,,0.0,50.0,official,True,1,,official,,,,,,14.96926,40.0,60.0,High,50.0,50.0,near_agreement_official_heavy,1.0,0.0,True,False,False
Parchment,XPHB,mundane,G|XPHB,0.1,none,https://5e.tools/items.html#parchment_xphb,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],G|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,parchment,,,,,,mundane,,,,0.0,0.0,0.1,official,True,0,,official,,,,,,40.81281,0.08,0.12,High,0.1,0.1,near_agreement_official_heavy,1.0,1.3877787807814457e-17,False,False,True
Parrying Dagger,GrimHollowPG24,mundane,M|XPHB,350.0,none,https://5e.tools/items.html#parrying%20dagger_grimhollowpg24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,parrying dagger,,,,,,mundane,,,,0.0,0.0,350.0,official,True,0,,official,,,,,,53.787384,280.0,420.0,High,350.0,350.0,near_agreement_official_heavy,1.0,0.0,False,False,True
Pearl,XDMG,mundane,$G|XDMG,100.0,none,https://5e.tools/items.html#pearl_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],$G|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,pearl,,,,,,mundane,,,,0.0,0.0,100.0,official,True,0,,official,,,,,,40.81281,80.0,120.0,High,100.0,100.0,exact_commodity_official_price,1.0,0.0,False,False,True
Peeping Willow,ObojimaTallGrass,common,Ingred,,none,https://5e.tools/items.html#peeping%20willow_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],Ingred,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,peeping willow,,,,,,none,,,,0.0,0.0,100.0,rule,False,0,,rule,,,,,,129.03487,95.1,142.65,Low,118.87266311645509,118.87266311645509,no_official_price,,0.0,False,False,False
Pepper,XDMG,mundane,TG|XDMG,2.0,none,https://5e.tools/items.html#pepper_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],TG|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,pepper,,,,,,mundane,,,,0.0,0.0,2.0,official,True,0,,official,,,,,,40.81281,1.6,2.4,High,2.0,2.0,exact_commodity_official_price,1.0,0.0,False,False,True
