name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price,ml_price,price_low,price_high,confidence,final_price,pre_anchor_final_price,official_anchor_tier,official_anchor_ratio,official_anchor_delta
+3 Dragonkin Military Fork,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20military%20fork_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin military fork +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.41967181649423,50582.27189142297,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Morningstar,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20morningstar_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin morningstar +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.0497655832101643,45596.74777958783,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Parrying Dagger,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20parrying%20dagger_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin parrying dagger +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.4400468833579671,38995.150827104015,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Pike,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20pike_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin pike +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.3099531166420329,49103.504640663334,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Polearm,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20polearm_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'R|XPHB', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin polearm +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.4898124665681315,51527.61390163637,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Punch Knife,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20punch%20knife_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin punch knife +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.25,41556.56567796611,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Punching Dagger,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20punching%20dagger_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['AP|GrimHollowPG24', 'F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin punching dagger +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.4400468833579671,38995.150827104015,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Quarterstaff,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20quarterstaff_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin quarterstaff +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.2002344167898357,42227.29650840139,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Rapier,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20rapier_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin rapier +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.0701406500739014,43980.67493893914,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Returning Club,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20returning%20club_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin returning club +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,49335.00000000001,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.3201406500739014,40611.2236677527,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Sabre,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20sabre_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin sabre +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.0701406500739014,43980.67493893914,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Scimitar,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20scimitar_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin scimitar +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.25,41556.56567796611,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Sheathed Staff,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20sheathed%20staff_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['D|GrimHollowPG24'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin sheathed staff +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.1300937667159342,43172.6385186148,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Shortsword,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20shortsword_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin shortsword +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.3201406500739014,40611.2236677527,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Sickle,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20sickle_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin sickle +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.3201406500739014,40611.2236677527,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Side-handle Baton,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20side-handle%20baton_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin side-handle baton +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.3201406500739014,40611.2236677527,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Spear,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20spear_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin spear +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.25,41556.56567796611,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Steel Jaws,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20steel%20jaws_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin steel jaws +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.1798593499260986,47350.126210125585,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Trident,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20trident_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin trident +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.0497655832101643,45596.74777958783,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin War Pick,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20war%20pick_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin war pick +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.0701406500739014,43980.67493893914,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Warhammer,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20warhammer_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin warhammer +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.0883667684564232,46117.00703037708,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Whip,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20whip_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'R|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin whip +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,-0.25,41556.56567796611,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Wrath Axe,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20wrath%20axe_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin wrath axe +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.4898124665681315,51527.61390163637,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Dragonkin Wrath Maul,24GriffonsSaddlebag1,legendary,M|XPHB,,class,https://5e.tools/items.html#+3%20dragonkin%20wrath%20maul_24griffonssaddlebag1,,by a Dragonborn,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['Haft|GrimHollowPG24', 'H|XPHB', 'Mom|GrimHollowPG24', '2H|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,dragonkin wrath maul +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,44850.0,rule,True,1,0.6748329621380846,anchor,+3 Dragonkin Weapon,44926.016949152545,0.5284136518143904,52047.87315242561,,14138.983,9232.251953125,19224.185546875,High,14411.847509765625,14411.847509765625,no_official_price,,0.0
+3 Drive Shaft,XDMG,very_rare,M,,none,https://5e.tools/items.html#+3%20drive%20shaft_xdmg,,,3.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', '2H']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,drive shaft +3,9900.0,20000.0,15000.0,14460.0,"DSA,MSRP,DMPG",multi,,,,0.0,0.0,29900.0,rule,True,1,0.6748329621380846,anchor,+3 Weapon,29927.43119266055,0.7217989354430078,36407.907585282424,,12998.11,5315.306640625,16295.59375,High,14240.716552734375,14240.716552734375,no_official_price,,0.0
