"Name","Source","Type Code","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Low","Price High","Confidence","Price Source","URL","Notes","Has Reference"
"+3 True Name Scimitar","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","12050.0","12,050 gp","9,640 gp","14,460 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20scimitar_illriggerrevised","","True"
"+3 True Name Secret Stone Sword","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","10237.38","10,237 gp","8,189 gp","12,284 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20secret%20stone%20sword_illriggerrevised","","True"
"+3 True Name Sheathed Staff","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","13193.64","13,193 gp","10,554 gp","15,832 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20sheathed%20staff_illriggerrevised","","True"
"+3 True Name Shepherd Crook","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","12524.65","12,524 gp","10,019 gp","15,029 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20shepherd%20crook_illriggerrevised","","True"
"+3 True Name Shortbow","The Illrigger Revised","R|XPHB","Ranged Weapon","Legendary","Yes","11381.01","11,381 gp","9,104 gp","13,657 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20shortbow_illriggerrevised","","True"
"+3 True Name Shortsword","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","11381.01","11,381 gp","9,104 gp","13,657 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20shortsword_illriggerrevised","","True"
"+3 True Name Shovel","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","12524.65","12,524 gp","10,019 gp","15,029 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20shovel_illriggerrevised","","True"
"+3 True Name Sickle","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","11381.01","11,381 gp","9,104 gp","13,657 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20sickle_illriggerrevised","","True"
"+3 True Name Side-handle Baton","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","11381.01","11,381 gp","9,104 gp","13,657 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20side-handle%20baton_illriggerrevised","","True"
"+3 True Name Sling","The Illrigger Revised","R|XPHB","Ranged Weapon","Legendary","Yes","12050.0","12,050 gp","9,640 gp","14,460 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20sling_illriggerrevised","","True"
"+3 True Name Spear","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","12050.0","12,050 gp","9,640 gp","14,460 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20spear_illriggerrevised","","True"
"+3 True Name Steel Jaws","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","16201.01","16,201 gp","12,960 gp","19,441 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20steel%20jaws_illriggerrevised","","True"
"+3 True Name Tapper Sack","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","12892.82","12,892 gp","10,314 gp","15,471 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20tapper%20sack_illriggerrevised","","True"
"+3 True Name Trident","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","14934.65","14,934 gp","11,947 gp","17,921 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20trident_illriggerrevised","","True"
"+3 True Name Umbrella","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","11381.01","11,381 gp","9,104 gp","13,657 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20umbrella_illriggerrevised","","True"
"+3 True Name Vaulter's Axe","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","17115.45","17,115 gp","13,692 gp","20,538 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20vaulter's%20axe_illriggerrevised","","True"
"+3 True Name Vertebrae Sword","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","12647.38","12,647 gp","10,117 gp","15,176 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20vertebrae%20sword_illriggerrevised","","True"
"+3 True Name War Pick","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","13791.01","13,791 gp","11,032 gp","16,549 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20war%20pick_illriggerrevised","","True"
"+3 True Name Warhammer","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","15302.82","15,302 gp","12,242 gp","18,363 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20warhammer_illriggerrevised","","True"
"+3 True Name Whip","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","12050.0","12,050 gp","9,640 gp","14,460 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20whip_illriggerrevised","","True"
"+3 True Name Wrath Axe","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","19157.28","19,157 gp","15,325 gp","22,988 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20wrath%20axe_illriggerrevised","","True"
"+3 True Name Wrath Maul","The Illrigger Revised","M|XPHB","Melee Weapon","Legendary","Yes","19525.45","19,525 gp","15,620 gp","23,430 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20wrath%20maul_illriggerrevised","","True"
"+3 True Name Yklwa","The Illrigger Revised","M","Melee Weapon","Legendary","Yes","14397.83","14,397 gp","11,518 gp","17,277 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20true%20name%20yklwa_illriggerrevised","","True"
"+3 Umbrella","Dungeon Master's Guide (2024)","M","Melee Weapon","Very Rare","No","10159.53","10,159 gp","8,127 gp","12,191 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20umbrella_xdmg","","True"
"+3 Vaulter's Axe","Dungeon Master's Guide (2024)","M","Melee Weapon","Very Rare","No","17180.87","17,180 gp","13,744 gp","20,617 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20vaulter's%20axe_xdmg","","True"
"+3 Vertebrae Sword","Dungeon Master's Guide (2024)","M","Melee Weapon","Very Rare","No","12602.72","12,602 gp","10,082 gp","15,123 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20vertebrae%20sword_xdmg","","True"
"+3 Wand of the War Mage","Dungeon Master's Guide (2024)","WD|XDMG","Wand","Very Rare","Yes","15240.24","15,240 gp","12,192 gp","18,288 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20wand%20of%20the%20war%20mage_xdmg","","True"
"+3 War Pick","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","No","13774.53","13,774 gp","11,019 gp","16,529 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20war%20pick_xdmg","","True"
"+3 Warhammer","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","No","15323.59","15,323 gp","12,258 gp","18,388 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20warhammer_xdmg","","True"
"+3 Whip","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","No","10845.0","10,845 gp","8,676 gp","13,014 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20whip_xdmg","","True"
"+3 Wraps of Unarmed Power","Dungeon Master's Guide (2024)","","Wondrous Item","Very Rare","No","11842.74","11,842 gp","9,474 gp","14,211 gp","Low","Single source (DSA)","https://5e.tools/items.html#+3%20wraps%20of%20unarmed%20power_xdmg","","True"
"+3 Wrath Axe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","No","20418.63","20,418 gp","16,334 gp","24,502 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20wrath%20axe_xdmg","","True"
"+3 Wrath Maul","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","No","20795.87","20,795 gp","16,636 gp","24,955 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20wrath%20maul_xdmg","","True"
"+3 Yklwa","Dungeon Master's Guide (2024)","M","Melee Weapon","Very Rare","No","14231.46","14,231 gp","11,385 gp","17,077 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+3%20yklwa_xdmg","","True"
"A New Look","Obojima: Tales from the Tall Grass","P","Potion","Uncommon","No","429.16","429 gp","343 gp","515 gp","Low","Algorithm","https://5e.tools/items.html#a%20new%20look_obojimatallgrass","🤖","False"
"Aastrika's Crown","Where Evil Lives: The MCDM Book of Boss Battles","","Wondrous Item","Rare","Yes","4386.25","4,386 gp","3,509 gp","5,263 gp","Low","Algorithm","https://5e.tools/items.html#aastrika's%20crown_whereevillives","🤖","False"
"Abacus","Player's Handbook","G","Adventuring Gear","Mundane","No","2.0","2.0 gp","1.6 gp","2.4 gp","High","Official","https://5e.tools/items.html#abacus_phb","","True"
"Abjurer's Bangle (Rare)","The Griffon's Saddlebag: Book Two","","Wondrous Item","Rare","No","3533.47","3,533 gp","2,826 gp","4,240 gp","Low","Algorithm","https://5e.tools/items.html#abjurer's%20bangle%20(rare)_griffonssaddlebag2","🤖","False"
"Abjurer's Bangle (Uncommon)","The Griffon's Saddlebag: Book Two","","Wondrous Item","Uncommon","No","802.87","802 gp","642 gp","963 gp","Low","Algorithm","https://5e.tools/items.html#abjurer's%20bangle%20(uncommon)_griffonssaddlebag2","🤖","False"
"Abjurer's Bangle (Very Rare)","The Griffon's Saddlebag: Book Two","","Wondrous Item","Very Rare","No","10437.09","10,437 gp","8,349 gp","12,524 gp","Low","Algorithm","https://5e.tools/items.html#abjurer's%20bangle%20(very%20rare)_griffonssaddlebag2","🤖","False"
"Abjurer's Gilder","The Griffon's Saddlebag: Book One","","Wondrous Item","Uncommon","Yes","1202.43","1,202 gp","961 gp","1,442 gp","Low","Algorithm","https://5e.tools/items.html#abjurer's%20gilder_24griffonssaddlebag1","🤖","False"
"Abracadabrus","Icewind Dale: Rime of the Frostmaiden","","Wondrous Item","Very Rare","No","15736.0","15,736 gp","12,588 gp","18,883 gp","Low","Algorithm","https://5e.tools/items.html#abracadabrus_idrotf","","True"
"Acheron Blade Double-Bladed Scimitar","Explorer's Guide to Wildemount","M","Melee Weapon","Rare","Yes","5806.34","5,806 gp","4,645 gp","6,967 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20double-bladed%20scimitar_egw","","True"
"Acheron Blade Greatsword","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","Yes","6014.24","6,014 gp","4,811 gp","7,217 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20greatsword_egw","","True"
"Acheron Blade Longsword","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","Yes","5544.0","5,544 gp","4,435 gp","6,652 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20longsword_egw","","True"
"Acheron Blade Rapier","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","Yes","5390.54","5,390 gp","4,312 gp","6,468 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20rapier_egw","","True"
"Acheron Blade Scimitar","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","Yes","5336.1","5,336 gp","4,268 gp","6,403 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20scimitar_egw","","True"
"Acheron Blade Shortsword","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","Yes","5182.64","5,182 gp","4,146 gp","6,219 gp","Low","Algorithm","https://5e.tools/items.html#acheron%20blade%20shortsword_egw","","True"
"Acid","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","25.0","25 gp","20 gp","30 gp","High","Official","https://5e.tools/items.html#acid_xphb","","True"
"Acid Absorbing Tattoo","Tasha's Cauldron of Everything","","Wondrous Item","Very Rare","Yes","13534.82","13,534 gp","10,827 gp","16,241 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#acid%20absorbing%20tattoo_tce","","True"
"Acidlight Arrow","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20arrow_24griffonssaddlebag1","🤖","False"
"Acidlight Bellows Cannister","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20bellows%20cannister_24griffonssaddlebag1","🤖","False"
"Acidlight Bolt","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20bolt_24griffonssaddlebag1","🤖","False"
"Acidlight Bullet","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20bullet_24griffonssaddlebag1","🤖","False"
"Acidlight Cannonball","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20cannonball_24griffonssaddlebag1","🤖","False"
"Acidlight Dragon Shot","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20dragon%20shot_24griffonssaddlebag1","🤖","False"
"Acidlight Firearm Bullet","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20firearm%20bullet_24griffonssaddlebag1","🤖","False"
"Acidlight Flare","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20flare_24griffonssaddlebag1","🤖","False"
"Acidlight Needle","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20needle_24griffonssaddlebag1","🤖","False"
"Acidlight Paper Cartridge Bullet","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20paper%20cartridge%20bullet_24griffonssaddlebag1","🤖","False"
"Acidlight Shell","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20shell_24griffonssaddlebag1","🤖","False"
"Acidlight Shot","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20shot_24griffonssaddlebag1","🤖","False"
"Acidlight Sling Bullet","The Griffon's Saddlebag: Book One","A|XPHB","Ammunition","Rare","No","773.0","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#acidlight%20sling%20bullet_24griffonssaddlebag1","🤖","False"
"Aciurgist's Blade","The Griffon's Saddlebag: Book Two","M","Melee Weapon","Very Rare","Yes","14822.31","14,822 gp","11,857 gp","17,786 gp","Low","Algorithm","https://5e.tools/items.html#aciurgist's%20blade_griffonssaddlebag2","🤖","False"
"Acorn Charm","The Griffon's Saddlebag: Book Two","","Wondrous Item","Uncommon","No","802.87","802 gp","642 gp","963 gp","Low","Algorithm","https://5e.tools/items.html#acorn%20charm_griffonssaddlebag2","🤖","False"
"Adamantine Arrow","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","287.7","287 gp","230 gp","345 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#adamantine%20arrow_xdmg","","True"
"Adamantine Bar","Waterdeep: Dragon Heist","TG","Trade Goods","Mundane","No","1000.0","1,000 gp","800 gp","1,200 gp","High","Official","https://5e.tools/items.html#adamantine%20bar_wdh","⚠️","True"
"Adamantine Battleaxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","766.07","766 gp","612 gp","919 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20battleaxe_xdmg","","True"
"Adamantine Bellows Cannister","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","250.0","250 gp","200 gp","300 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20bellows%20cannister_xdmg","🤖","False"
"Adamantine Bolt","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","312.5","312 gp","250 gp","375 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20bolt_xdmg","🤖","False"
"Adamantine Brass Knuckles","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","725.04","725 gp","580 gp","870 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20brass%20knuckles_xdmg","","True"
"Adamantine Breastplate","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","5610.0","5,610 gp","4,488 gp","6,732 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20breastplate_xdmg","⚠️","True"
"Adamantine Bullet","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","312.5","312 gp","250 gp","375 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20bullet_xdmg","🤖","False"
"Adamantine Cannonball","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","250.0","250 gp","200 gp","300 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20cannonball_xdmg","🤖","False"
"Adamantine Catchpole","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","738.84","738 gp","591 gp","886 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20catchpole_xdmg","","True"
"Adamantine Cavalry Flail","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","2638.6","2,638 gp","2,110 gp","3,166 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20cavalry%20flail_xdmg","⚠️","True"
"Adamantine Cavalry Hammer","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","763.6","763 gp","610 gp","916 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20cavalry%20hammer_xdmg","","True"
"Adamantine Cavalry Pick","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","763.6","763 gp","610 gp","916 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20cavalry%20pick_xdmg","","True"
"Adamantine Chain Mail","Dungeon Master's Guide (2024)","HA|XPHB","Heavy Armor","Uncommon","No","5073.75","5,073 gp","4,059 gp","6,088 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20chain%20mail_xdmg","⚠️","True"
"Adamantine Chain Shirt","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","5032.5","5,032 gp","4,026 gp","6,039 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20chain%20shirt_xdmg","⚠️","True"
"Adamantine Chakram","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","725.04","725 gp","580 gp","870 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20chakram_xdmg","","True"
"Adamantine Claymore","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","647.32","647 gp","517 gp","776 gp","Low","Single source (MSRP)","https://5e.tools/items.html#adamantine%20claymore_xdmg","","True"
"Adamantine Club","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","730.98","730 gp","584 gp","877 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20club_xdmg","","True"
"Adamantine Dagger","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","725.04","725 gp","580 gp","870 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20dagger_xdmg","","True"
"Adamantine Double Blade","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","738.84","738 gp","591 gp","886 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20double%20blade_xdmg","","True"
"Adamantine Double Spear","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","736.92","736 gp","589 gp","884 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20double%20spear_xdmg","","True"
"Adamantine Dragon Shot","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","250.0","250 gp","200 gp","300 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20dragon%20shot_xdmg","🤖","False"
"Adamantine Elite Rapier","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","2635.13","2,635 gp","2,108 gp","3,162 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20elite%20rapier_xdmg","⚠️","True"
"Adamantine Fighting Chain","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","734.46","734 gp","587 gp","881 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20fighting%20chain_xdmg","","True"
"Adamantine Fighting Chain, Brutal","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","740.4","740 gp","592 gp","888 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20fighting%20chain,%20brutal_xdmg","","True"
"Adamantine Fighting Chain, Hook","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","734.46","734 gp","587 gp","881 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20fighting%20chain,%20hook_xdmg","","True"
"Adamantine Fighting Chain, Sickle","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","734.46","734 gp","587 gp","881 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20fighting%20chain,%20sickle_xdmg","","True"
"Adamantine Firearm Bullet","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","500.0","500 gp","400 gp","600 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20firearm%20bullet_xdmg","🤖","False"
"Adamantine Flail","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","760.13","760 gp","608 gp","912 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20flail_xdmg","","True"
"Adamantine Flare","Dungeon Master's Guide (2024)","A|XPHB","Ammunition","Uncommon","No","331.05","331 gp","264 gp","397 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20flare_xdmg","","True"
"Adamantine Gladiator Net","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","738.84","738 gp","591 gp","886 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20gladiator%20net_xdmg","","True"
"Adamantine Glaive","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","769.54","769 gp","615 gp","923 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20glaive_xdmg","","True"
"Adamantine Greataxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","800.01","800 gp","640 gp","960 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20greataxe_xdmg","","True"
"Adamantine Greatclub","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","773.92","773 gp","619 gp","928 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20greatclub_xdmg","","True"
"Adamantine Greatsword","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","798.69","798 gp","638 gp","958 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20greatsword_xdmg","","True"
"Adamantine Guardian Poleaxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","773.02","773 gp","618 gp","927 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20guardian%20poleaxe_xdmg","","True"
"Adamantine Halberd","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","769.54","769 gp","615 gp","923 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20halberd_xdmg","","True"
"Adamantine Half Plate Armor","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Uncommon","No","6187.5","6,187 gp","4,950 gp","7,425 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20half%20plate%20armor_xdmg","⚠️","True"
"Adamantine Hand Claws","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","730.98","730 gp","584 gp","877 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20hand%20claws_xdmg","","True"
"Adamantine Handaxe","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","730.98","730 gp","584 gp","877 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20handaxe_xdmg","","True"
"Adamantine Javelin","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","730.98","730 gp","584 gp","877 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20javelin_xdmg","","True"
"Adamantine Knightly Lance","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","798.69","798 gp","638 gp","958 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20knightly%20lance_xdmg","","True"
"Adamantine Knightly Sword","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","763.6","763 gp","610 gp","916 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20knightly%20sword_xdmg","","True"
"Adamantine Lance","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","769.54","769 gp","615 gp","923 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20lance_xdmg","","True"
"Adamantine Light Hammer","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","730.98","730 gp","584 gp","877 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20light%20hammer_xdmg","","True"
"Adamantine Longsword","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","763.6","763 gp","610 gp","916 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20longsword_xdmg","","True"
"Adamantine Mace","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","736.92","736 gp","589 gp","884 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20mace_xdmg","","True"
"Adamantine Maul","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","803.07","803 gp","642 gp","963 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20maul_xdmg","","True"
"Adamantine Military Fork","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","No","801.15","801 gp","640 gp","961 gp","Low","Algorithm","https://5e.tools/items.html#adamantine%20military%20fork_xdmg","","True"
