item_name,price_gp,normalized_name,source
Banner of the Krig Rune,4400.0,banner of the krig rune,DMPG
Bead of Force,3000.0,bead of force,DMPG
Bell Branch,750.0,bell branch,DMPG
Blod Stone,6500.0,blod stone,DMPG
+2 Bloodwell Vial,4250.0,bloodwell vial +2,DMPG
Boros Keyrune,3500.0,boros keyrune,DMPG
Bowl of Commanding Water Elementals,4700.0,bowl of commanding water elementals,DMPG
Brazier of Commanding Fire Elementals,4700.0,brazier of commanding fire elementals,DMPG
Cauldron of Plenty,3500.0,cauldron of plenty,DMPG
Censer of Controlling Air Elementals,4700.0,censer of controlling air elementals,DMPG
Chime of Opening,3000.0,chime of opening,DMPG
Claw of the Wyrm Rune,4400.0,claw of the wyrm rune,DMPG
Cube of Force,5000.0,cube of force,DMPG
Daern's Instant Fortress,5000.0,daerns instant fortress,DMPG
Dimensional Shackles,2800.0,dimensional shackles,DMPG
Docent,4500.0,docent,DMPG
Duplicitous Manuscript,3000.0,duplicitous manuscript,DMPG
Eagle Whistle,600.0,eagle whistle,DMPG
Elemental Essence Shard,3500.0,elemental essence shard,DMPG
Far Realm Shard,2500.0,far realm shard,DMPG
Feather of Diatryma Summoning,600.0,feather of diatryma summoning,DMPG
Figurine of Wondrous Power (Bronze Griffon),3600.0,figurine of wondrous power bronze griffon,DMPG
Figurine of Wondrous Power (Ebony Fly),3600.0,figurine of wondrous power ebony fly,DMPG
Figurine of Wondrous Power (Golden Lions),5000.0,figurine of wondrous power golden lions,DMPG
Figurine of Wondrous Power (Ivory Goats),5000.0,figurine of wondrous power ivory goats,DMPG
Figurine of Wondrous Power (Marble Elephant),5000.0,figurine of wondrous power marble elephant,DMPG
Figurine of Wondrous Power (Onyx Dog),3200.0,figurine of wondrous power onyx dog,DMPG
Figurine of Wondrous Power (Serpentine Owl),3000.0,figurine of wondrous power serpentine owl,DMPG
Flying Chariot,4750.0,flying chariot,DMPG
Folding Boat,4750.0,folding boat,DMPG
Fulminating Treatise,4000.0,fulminating treatise,DMPG
Gavel of the Venn Rune,2800.0,gavel of the venn rune,DMPG
Gem of Seeing,5000.0,gem of seeing,DMPG
Ghost Lantern,1750.0,ghost lantern,DMPG
Gruul Keyrune,2800.0,gruul keyrune,DMPG
Heart Weaver's Primer,3000.0,heart weavers primer,DMPG
Heward's Handy Haversack,2000.0,hewards handy haversack,DMPG
Hook of Fisher's Delight,550.0,hook of fishers delight,DMPG
Horn of Blasting,2500.0,horn of blasting,DMPG
Horn of Valhalla (Silver/Brass),5000.0,horn of valhalla silver/brass,DMPG
Horseshoes of Speed,3000.0,horseshoes of speed,DMPG
Instrument of the Bards (Canaith Mandolin),3750.0,instrument of the bards canaith mandolin,DMPG
Instrument of the Bards (Cli Lyre),4250.0,instrument of the bards cli lyre,DMPG
Iron Bands of Bilarro,2600.0,iron bands of bilarro,DMPG
Izzet Keyrune,1850.0,izzet keyrune,DMPG
Libram of Souls and Flesh,4200.0,libram of souls and flesh,DMPG
Loadstone,150.0,loadstone,DMPG
Lyre of Building,4750.0,lyre of building,DMPG
Mirror of the Past,3800.0,mirror of the past,DMPG
Mizzium Mortar,2100.0,mizzium mortar,DMPG
Opal of the Ild Rune,3500.0,opal of the ild rune,DMPG
Orb of the Stein Rune,2700.0,orb of the stein rune,DMPG
Orzhov Keyrune,1100.0,orzhov keyrune,DMPG
Outer Essence Shard,2000.0,outer essence shard,DMPG
Planecaller's Codex,3500.0,planecallers codex,DMPG
Portable Hole,5000.0,portable hole,DMPG
Professor Orb,4000.0,professor orb,DMPG
Protective Verses,3500.0,protective verses,DMPG
Quaal's Feather Token,1000.0,quaals feather token,DMPG
Reveler's Concertina,4250.0,revelers concertina,DMPG
+2 Rhythm-Maker's Drum,4250.0,rhythm-makers drum +2,DMPG
Rope of Entanglement,1000.0,rope of entanglement,DMPG
Selesnya Keyrune,1500.0,selesnya keyrune,DMPG
Shadowfell Shard,600.0,shadowfell shard,DMPG
Siren Song Lyre,650.0,siren song lyre,DMPG
Stone of Controlling Earth Elementals,4700.0,stone of controlling earth elementals,DMPG
Stonespeaker Crystal,4600.0,stonespeaker crystal,DMPG
Ventilating Lungs,1000.0,ventilating lungs,DMPG
Weird Tank,2200.0,weird tank,DMPG
Abracadadabrus,2500.0,abracadadabrus,DMPG
+3 All-Purpose Tool,16000.0,all-purpose tool +3,DMPG
Arcane Cannon,6500.0,arcane cannon,DMPG
+3 Arcane Grimoire,14500.0,arcane grimoire +3,DMPG
Bag of Devouring,12000.0,bag of devouring,DMPG
Battle Standard of Infernal Power,6000.0,battle standard of infernal power,DMPG
+3 Bloodwell Vial,14500.0,bloodwell vial +3,DMPG
Candle of Invocation,8400.0,candle of invocation,DMPG
Carpet of Flying,44000.0,carpet of flying,DMPG
Cauldron of Rebirth,10000.0,cauldron of rebirth,DMPG
Chronolometer,12500.0,chronolometer,DMPG
Conch of Teleportation,1850.0,conch of teleportation,DMPG
Crystal Ball,42000.0,crystal ball,DMPG
Crystalline Chronicle,6500.0,crystalline chronicle,DMPG
Devastation Orb (Air),8000.0,devastation orb air,DMPG
Devastation Orb (Earth),11000.0,devastation orb earth,DMPG
Devastation Orb (Fire),9500.0,devastation orb fire,DMPG
Devastation Orb (Water),9500.0,devastation orb water,DMPG
Dimensional Loop,6000.0,dimensional loop,DMPG
Dimir Keyrune,26000.0,dimir keyrune,DMPG
Dispelling Stone,7000.0,dispelling stone,DMPG
Efreeti Bottle,45000.0,efreeti bottle,DMPG
Far Gear,7500.0,far gear,DMPG
Figurine of Wondrous Power (Obsidian Steed),28500.0,figurine of wondrous power obsidian steed,DMPG
Golgari Keyrune,7500.0,golgari keyrune,DMPG
Horn of Valhalla (Bronze),20000.0,horn of valhalla bronze,DMPG
Horseshoes of a Zephyr,6000.0,horseshoes of a zephyr,DMPG
Ingot of the Skold Rune,15000.0,ingot of the skold rune,DMPG
Instrument of the Bards (Anstruth Harp),17500.0,instrument of the bards anstruth harp,DMPG
Kyrzin's Ooze,21000.0,kyrzins ooze,DMPG
Manual of Bodily Health,36000.0,manual of bodily health,DMPG
Manual of Gainful Exercise,36000.0,manual of gainful exercise,DMPG
Manual of Golems,22000.0,manual of golems,DMPG
Manual of Quickness of Action,36000.0,manual of quickness of action,DMPG
Mirror of Life Trapping,50000.0,mirror of life trapping,DMPG
Navigation Orb,27000.0,navigation orb,DMPG
Nolzur's Marvelous Pigments,16000.0,nolzurs marvelous pigments,DMPG
Orb of the Veil,31000.0,orb of the veil,DMPG
Pennant of the Vind Rune,13000.0,pennant of the vind rune,DMPG
Reincarnation Dust,3500.0,reincarnation dust,DMPG
+3 Rhythm-Maker's Drum,14500.0,rhythm-makers drum +3,DMPG
Rotor of Return,2500.0,rotor of return,DMPG
Shard of the Ise Rune,9000.0,shard of the ise rune,DMPG
Speaking Stone,5000.0,speaking stone,DMPG
Timepiece of Travel,8000.0,timepiece of travel,DMPG
Tome of Clear Thought,36000.0,tome of clear thought,DMPG
Tome of Leadership and Influence,36000.0,tome of leadership and influence,DMPG
Wheel of Stars,6500.0,wheel of stars,DMPG
Tome of Understanding,36000.0,tome of understanding,DMPG
Apparatus of Kwalish,90000.0,apparatus of kwalish,DMPG
Crystal Ball of Mind Reading,51000.0,crystal ball of mind reading,DMPG
Crystal Ball of Telepathy,70000.0,crystal ball of telepathy,DMPG
Crystal Ball of True Seeing,80000.0,crystal ball of true seeing,DMPG
Cubic Gate,164000.0,cubic gate,DMPG
Deck of Many Things,200000.0,deck of many things,DMPG
Horn of Valhalla (Iron),50000.0,horn of valhalla iron,DMPG
Icon of Ravenloft,50500.0,icon of ravenloft,DMPG
Infernal Tack,8000.0,infernal tack,DMPG
Instrument of the Bards (Ollamh Harp),51000.0,instrument of the bards ollamh harp,DMPG
Iron Flask,170000.0,iron flask,DMPG
Luxon Beacon,35000.0,luxon beacon,DMPG
Nightfall Pearl,51000.0,nightfall pearl,DMPG
Pyxis of Pandemonium,25000.0,pyxis of pandemonium,DMPG
Sovereign Glue,5000.0,sovereign glue,DMPG
Spell Bottle,75000.0,spell bottle,DMPG
Sphere of Annihilation,200000.0,sphere of annihilation,DMPG
Talisman of Pure Good,125000.0,talisman of pure good,DMPG
Talisman of the Sphere,75000.0,talisman of the sphere,DMPG
Talisman of Ultimate Evil,125000.0,talisman of ultimate evil,DMPG
Tome of the Stilled Tongue,60000.0,tome of the stilled tongue,DMPG
Universal Solvent,5000.0,universal solvent,DMPG
Well of Many Worlds,90000.0,well of many worlds,DMPG
Ythryn Mythallar,200000.0,ythryn mythallar,DMPG
Illuminator's Tattoo,65.0,illuminators tattoo,DMPG
Masquerade Tattoo,75.0,masquerade tattoo,DMPG
Barrier Tattoo (Uncommon),200.0,barrier tattoo uncommon,DMPG
Coiling Grasp Tattoo,500.0,coiling grasp tattoo,DMPG
Eldritch Claw Tattoo,500.0,eldritch claw tattoo,DMPG
Barrier Tattoo (Rare),1500.0,barrier tattoo rare,DMPG
Shadowfell Brand Tattoo,1100.0,shadowfell brand tattoo,DMPG
Absorbing Tattoo,8000.0,absorbing tattoo,DMPG
Barrier Tattoo (Very Rare),6000.0,barrier tattoo very rare,DMPG
Ghost Step Tattoo,9000.0,ghost step tattoo,DMPG
Lifewell Tattoo,5100.0,lifewell tattoo,DMPG
Blood Fury Tattoo,32000.0,blood fury tattoo,DMPG
