item_name,price_gp,normalized_name,source
Stone of Good Luck,2100.0,stone of good luck,DSA
Sun Blade,3886.0,sun blade,DSA
Sword of Answering,30000.0,sword of answering,DSA
Sword of Life Stealing,857.0,sword of life stealing,DSA
Sword of Sharpness,2785.0,sword of sharpness,DSA
Sword of Vengeance,750.0,sword of vengeance,DSA
Sword of Wounding,1715.0,sword of wounding,DSA
Sylvan Talon,420.0,sylvan talon,DSA
Talisman of Pure Good,65250.0,talisman of pure good,DSA
Talisman of Ultimate Evil,57000.0,talisman of ultimate evil,DSA
Talisman of the Sphere,15000.0,talisman of the sphere,DSA
Talking Doll,900.0,talking doll,DSA
Tankard of Sobriety,330.0,tankard of sobriety,DSA
Tentacle Rod,3228.0,tentacle rod,DSA
Thunderous Greatclub,42257.0,thunderous greatclub,DSA
Tome of Clear Thought,43659.0,tome of clear thought,DSA
Tome of Leadership and Influence,43659.0,tome of leadership and influence,DSA
Tome of Understanding,43659.0,tome of understanding,DSA
Tome of the Stilled Tongue,33000.0,tome of the stilled tongue,DSA
Trident of Fish Command,4050.0,trident of fish command,DSA
Unbreakable Arrow,330.0,unbreakable arrow,DSA
Universal Solvent,4620.0,universal solvent,DSA
Veteran's Cane,99.0,veterans cane,DSA
Vicious Weapon,1155.0,vicious weapon,DSA
Vorpal Sword,51587.5,vorpal sword,DSA
Walloping Ammunition,33.0,walloping ammunition,DSA
Wand of Binding,9300.0,wand of binding,DSA
Wand of Conducting,198.0,wand of conducting,DSA
Wand of Enemy Detection,9000.0,wand of enemy detection,DSA
Wand of Fear,4320.0,wand of fear,DSA
Wand of Fireballs,6000.0,wand of fireballs,DSA
Wand of Lightning Bolts,6000.0,wand of lightning bolts,DSA
Wand of Magic Detection,891.0,wand of magic detection,DSA
Wand of Magic Missiles,1485.0,wand of magic missiles,DSA
Wand of Paralysis,16800.0,wand of paralysis,DSA
Wand of Polymorph,13500.0,wand of polymorph,DSA
Wand of Pyrotechnics,198.0,wand of pyrotechnics,DSA
Wand of Scowls,198.0,wand of scowls,DSA
Wand of Secrets,1782.0,wand of secrets,DSA
Wand of Smiles,198.0,wand of smiles,DSA
"Wand of War Mage, +1",900.0,wand of war mage +1,DSA
"Wand of War Mage, +2",3200.0,wand of war mage +2,DSA
"Wand of War Mage, +3",9300.0,wand of war mage +3,DSA
Wand of Web,2700.0,wand of web,DSA
Wand of Wonder,20400.0,wand of wonder,DSA
Weapon of Warning,14850.0,weapon of warning,DSA
"Weapon, +1",825.0,weapon +1,DSA
"Weapon, +2",3300.0,weapon +2,DSA
"Weapon, +3",9900.0,weapon +3,DSA
Well of Many Worlds,47520.0,well of many worlds,DSA
Wind Fan,1188.0,wind fan,DSA
Winged Boots,5737.5,winged boots,DSA
Wings of Flying,6300.0,wings of flying,DSA
"Wraps of Unarmed Power, +1",1320.0,wraps of unarmed power +1,DSA
"Wraps of Unarmed Power, +2",3960.0,wraps of unarmed power +2,DSA
"Wraps of Unarmed Power, +3",10890.0,wraps of unarmed power +3,DSA
